Region;Period;Cause_death;Sex;Age.Group;Obitos_1;Obitos_2;Pop1;Pop2
Central-West;2019/2021;Circulatory;Female;25;34;45;666941;674982
Central-West;2019/2021;Covid;Female;25;0;190;666941;674982
Central-West;2019/2021;External_causes;Female;25;144;138;666941;674982
Central-West;2019/2021;Infec_parasit;Female;25;28;38;666941;674982
Central-West;2019/2021;Neoplasms;Female;25;78;62;666941;674982
Central-West;2019/2021;Pregnancy;Female;25;29;72;666941;674982
Central-West;2019/2021;Respiratory;Female;25;25;24;666941;674982
Central-West;2019/2021;Undefined;Female;25;17;14;666941;674982
Central-West;2019/2021;All_causes;Female;30;576;996;679419;672833
Central-West;2019/2021;All_other_causes;Female;30;112;120;679419;672833
Central-West;2019/2021;Circulatory;Female;30;58;64;679419;672833
Central-West;2019/2021;Covid;Female;30;0;307;679419;672833
Central-West;2019/2021;External_causes;Female;30;138;177;679419;672833
Central-West;2019/2021;Infec_parasit;Female;30;43;57;679419;672833
Central-West;2019/2021;Neoplasms;Female;30;133;140;679419;672833
Central-West;2019/2021;Pregnancy;Female;30;43;85;679419;672833
Central-West;2019/2021;Respiratory;Female;30;29;26;679419;672833
Central-West;2019/2021;Undefined;Female;30;20;20;679419;672833
Central-West;2019/2021;All_causes;Female;35;813;1526;690810;693521
Central-West;2019/2021;All_other_causes;Female;35;157;186;690810;693521
Central-West;2019/2021;Circulatory;Female;35;135;152;690810;693521
Central-West;2019/2021;Covid;Female;35;0;580;690810;693521
Central-West;2019/2021;External_causes;Female;35;156;182;690810;693521
Central-West;2019/2021;Infec_parasit;Female;35;55;64;690810;693521
Central-West;2019/2021;Neoplasms;Female;35;233;219;690810;693521
Central-West;2019/2021;Pregnancy;Female;35;20;71;690810;693521
Central-West;2019/2021;Respiratory;Female;35;34;46;690810;693521
Central-West;2019/2021;Undefined;Female;35;23;26;690810;693521
Central-West;2019/2021;All_causes;Female;40;1008;2018;631501;667407
Central-West;2019/2021;All_other_causes;Female;40;192;258;631501;667407
Central-West;2019/2021;Circulatory;Female;40;199;243;631501;667407
Central-West;2019/2021;Covid;Female;40;0;841;631501;667407
Central-West;2019/2021;External_causes;Female;40;147;154;631501;667407
Central-West;2019/2021;Infec_parasit;Female;40;72;81;631501;667407
Central-West;2019/2021;Neoplasms;Female;40;311;329;631501;667407
Central-West;2019/2021;Pregnancy;Female;40;8;26;631501;667407
Central-West;2019/2021;Respiratory;Female;40;54;43;631501;667407
Central-West;2019/2021;Undefined;Female;40;25;43;631501;667407
Central-West;2019/2021;All_causes;Female;45;1365;2610;550553;577818
Central-West;2019/2021;All_other_causes;Female;45;260;335;550553;577818
Central-West;2019/2021;Circulatory;Female;45;366;365;550553;577818
Central-West;2019/2021;Covid;Female;45;0;1087;550553;577818
Central-West;2019/2021;External_causes;Female;45;124;147;550553;577818
Central-West;2019/2021;Infec_parasit;Female;45;69;109;550553;577818
Central-West;2019/2021;Neoplasms;Female;45;409;452;550553;577818
Central-West;2019/2021;Pregnancy;Female;45;2;1;550553;577818
Central-West;2019/2021;Respiratory;Female;45;81;69;550553;577818
Central-West;2019/2021;Undefined;Female;45;54;45;550553;577818
Central-West;2019/2021;All_causes;Female;5;96;64;574565;593152
Central-West;2019/2021;All_other_causes;Female;5;32;15;574565;593152
Central-West;2019/2021;Circulatory;Female;5;2;4;574565;593152
Central-West;2019/2021;Covid;Female;5;0;4;574565;593152
Central-West;2019/2021;External_causes;Female;5;23;19;574565;593152
Central-West;2019/2021;Infec_parasit;Female;5;5;3;574565;593152
Central-West;2019/2021;Neoplasms;Female;5;20;11;574565;593152
Central-West;2019/2021;Pregnancy;Female;5;0;0;574565;593152
Central-West;2019/2021;Respiratory;Female;5;9;4;574565;593152
Central-West;2019/2021;Undefined;Female;5;5;4;574565;593152
Central-West;2019/2021;All_causes;Female;50;1791;3295;490124;509783
Central-West;2019/2021;All_other_causes;Female;50;355;400;490124;509783
Central-West;2019/2021;Circulatory;Female;50;464;477;490124;509783
Central-West;2019/2021;Covid;Female;50;1;1462;490124;509783
Central-West;2019/2021;External_causes;Female;50;105;148;490124;509783
Central-West;2019/2021;Infec_parasit;Female;50;76;98;490124;509783
Central-West;2019/2021;Neoplasms;Female;50;597;561;490124;509783
Central-West;2019/2021;Pregnancy;Female;50;0;1;490124;509783
Central-West;2019/2021;Respiratory;Female;50;148;112;490124;509783
Central-West;2019/2021;Undefined;Female;50;45;36;490124;509783
Central-West;2019/2021;All_causes;Female;55;2241;4276;419314;445588
Central-West;2019/2021;All_other_causes;Female;55;507;552;419314;445588
Central-West;2019/2021;Circulatory;Female;55;538;646;419314;445588
Central-West;2019/2021;Covid;Female;55;1;1875;419314;445588
Central-West;2019/2021;External_causes;Female;55;97;124;419314;445588
Central-West;2019/2021;Infec_parasit;Female;55;116;126;419314;445588
Central-West;2019/2021;Neoplasms;Female;55;735;754;419314;445588
Central-West;2019/2021;Pregnancy;Female;55;0;0;419314;445588
Central-West;2019/2021;Respiratory;Female;55;193;155;419314;445588
Central-West;2019/2021;Undefined;Female;55;54;44;419314;445588
Central-West;2019/2021;All_causes;Female;60;2816;4827;332364;360692
Central-West;2019/2021;All_other_causes;Female;60;588;674;332364;360692
Central-West;2019/2021;Circulatory;Female;60;828;902;332364;360692
Central-West;2019/2021;Covid;Female;60;0;1899;332364;360692
Central-West;2019/2021;External_causes;Female;60;88;100;332364;360692
Central-West;2019/2021;Infec_parasit;Female;60;113;147;332364;360692
Central-West;2019/2021;Neoplasms;Female;60;854;792;332364;360692
Central-West;2019/2021;Pregnancy;Female;60;0;0;332364;360692
Central-West;2019/2021;Respiratory;Female;60;284;247;332364;360692
Central-West;2019/2021;Undefined;Female;60;61;66;332364;360692
Central-West;2019/2021;All_causes;Female;65;3310;5742;249152;273684
Central-West;2019/2021;All_other_causes;Female;65;767;783;249152;273684
Central-West;2019/2021;Circulatory;Female;65;1040;1228;249152;273684
Central-West;2019/2021;Covid;Female;65;0;2115;249152;273684
Central-West;2019/2021;External_causes;Female;65;96;101;249152;273684
Central-West;2019/2021;Infec_parasit;Female;65;147;204;249152;273684
Central-West;2019/2021;Neoplasms;Female;65;820;904;249152;273684
Central-West;2019/2021;Pregnancy;Female;65;0;0;249152;273684
Central-West;2019/2021;Respiratory;Female;65;369;332;249152;273684
Central-West;2019/2021;Undefined;Female;65;71;75;249152;273684
Central-West;2019/2021;All_causes;Female;70;3823;6113;175849;195503
Central-West;2019/2021;All_other_causes;Female;70;851;928;175849;195503
Central-West;2019/2021;Circulatory;Female;70;1196;1378;175849;195503
Central-West;2019/2021;Covid;Female;70;0;2057;175849;195503
Central-West;2019/2021;External_causes;Female;70;105;129;175849;195503
Central-West;2019/2021;Infec_parasit;Female;70;180;176;175849;195503
Central-West;2019/2021;Neoplasms;Female;70;846;931;175849;195503
Central-West;2019/2021;Pregnancy;Female;70;0;0;175849;195503
Central-West;2019/2021;Respiratory;Female;70;567;442;175849;195503
Central-West;2019/2021;Undefined;Female;70;78;72;175849;195503
Central-West;2019/2021;All_causes;Female;75;4265;5949;120404;131226
Central-West;2019/2021;All_other_causes;Female;75;993;1062;120404;131226
Central-West;2019/2021;Circulatory;Female;75;1368;1517;120404;131226
Central-West;2019/2021;Covid;Female;75;1;1643;120404;131226
Central-West;2019/2021;External_causes;Female;75;157;138;120404;131226
Central-West;2019/2021;Infec_parasit;Female;75;185;234;120404;131226
Central-West;2019/2021;Neoplasms;Female;75;806;743;120404;131226
Central-West;2019/2021;Pregnancy;Female;75;0;0;120404;131226
Central-West;2019/2021;Respiratory;Female;75;674;510;120404;131226
Central-West;2019/2021;Undefined;Female;75;81;102;120404;131226
Central-West;2019/2021;All_causes;Female;80;4414;5777;77623;84053
Central-West;2019/2021;All_other_causes;Female;80;1144;1153;77623;84053
Central-West;2019/2021;Circulatory;Female;80;1463;1585;77623;84053
Central-West;2019/2021;Covid;Female;80;0;1379;77623;84053
Central-West;2019/2021;External_causes;Female;80;184;163;77623;84053
Central-West;2019/2021;Infec_parasit;Female;80;181;205;77623;84053
Central-West;2019/2021;Neoplasms;Female;80;600;610;77623;84053
Central-West;2019/2021;Pregnancy;Female;80;0;0;77623;84053
Central-West;2019/2021;Respiratory;Female;80;763;577;77623;84053
Central-West;2019/2021;Undefined;Female;80;79;105;77623;84053
Central-West;2019/2021;All_causes;Female;85;7782;9684;38406;42266
Central-West;2019/2021;All_other_causes;Female;85;2119;2214;38406;42266
Central-West;2019/2021;Circulatory;Female;85;2483;2776;38406;42266
Central-West;2019/2021;Covid;Female;85;0;1684;38406;42266
Central-West;2019/2021;External_causes;Female;85;367;387;38406;42266
Central-West;2019/2021;Infec_parasit;Female;85;285;311;38406;42266
Central-West;2019/2021;Neoplasms;Female;85;648;734;38406;42266
Central-West;2019/2021;Pregnancy;Female;85;0;0;38406;42266
Central-West;2019/2021;Respiratory;Female;85;1630;1260;38406;42266
Central-West;2019/2021;Undefined;Female;85;250;318;38406;42266
Central-West;2019/2021;All_causes;Male;0;1583;1504;124463;117379
Central-West;2019/2021;All_other_causes;Male;0;1363;1284;124463;117379
Central-West;2019/2021;Circulatory;Male;0;14;9;124463;117379
Central-West;2019/2021;Covid;Male;0;1;11;124463;117379
Central-West;2019/2021;External_causes;Male;0;40;62;124463;117379
Central-West;2019/2021;Infec_parasit;Male;0;58;47;124463;117379
Central-West;2019/2021;Neoplasms;Male;0;5;3;124463;117379
Central-West;2019/2021;Pregnancy;Male;0;0;0;124463;117379
Central-West;2019/2021;Respiratory;Male;0;61;52;124463;117379
Central-West;2019/2021;Undefined;Male;0;41;36;124463;117379
Central-West;2019/2021;All_causes;Male;1;303;295;499806;494847
Central-West;2019/2021;All_other_causes;Male;1;103;104;499806;494847
Central-West;2019/2021;Circulatory;Male;1;5;9;499806;494847
Central-West;2019/2021;Covid;Male;1;0;7;499806;494847
Central-West;2019/2021;External_causes;Male;1;77;84;499806;494847
Central-West;2019/2021;Infec_parasit;Male;1;32;18;499806;494847
Central-West;2019/2021;Neoplasms;Male;1;32;30;499806;494847
Central-West;2019/2021;Pregnancy;Male;1;0;0;499806;494847
Central-West;2019/2021;Respiratory;Male;1;44;30;499806;494847
Central-West;2019/2021;Undefined;Male;1;10;13;499806;494847
Central-West;2019/2021;All_causes;Male;10;209;186;607871;598833
Central-West;2019/2021;All_other_causes;Male;10;53;41;607871;598833
Central-West;2019/2021;Circulatory;Male;10;10;9;607871;598833
Central-West;2019/2021;Covid;Male;10;0;5;607871;598833
Central-West;2019/2021;External_causes;Male;10;98;94;607871;598833
Central-West;2019/2021;Infec_parasit;Male;10;9;6;607871;598833
Central-West;2019/2021;Neoplasms;Male;10;18;19;607871;598833
Central-West;2019/2021;Pregnancy;Male;10;0;0;607871;598833
Central-West;2019/2021;Respiratory;Male;10;15;8;607871;598833
Central-West;2019/2021;Undefined;Male;10;6;4;607871;598833
Central-West;2019/2021;All_causes;Male;15;1020;997;647735;640845
Central-West;2019/2021;All_other_causes;Male;15;63;78;647735;640845
Central-West;2019/2021;Circulatory;Male;15;9;30;647735;640845
Central-West;2019/2021;Covid;Male;15;0;24;647735;640845
Central-West;2019/2021;External_causes;Male;15;865;788;647735;640845
Central-West;2019/2021;Infec_parasit;Male;15;21;8;647735;640845
Central-West;2019/2021;Neoplasms;Male;15;34;37;647735;640845
Central-West;2019/2021;Pregnancy;Male;15;0;0;647735;640845
Central-West;2019/2021;Respiratory;Male;15;19;11;647735;640845
Central-West;2019/2021;Undefined;Male;15;9;21;647735;640845
Central-West;2019/2021;All_causes;Male;20;1559;1610;676665;678980
Central-West;2019/2021;All_other_causes;Male;20;99;89;676665;678980
Central-West;2019/2021;Circulatory;Male;20;30;42;676665;678980
Central-West;2019/2021;Covid;Male;20;0;79;676665;678980
Central-West;2019/2021;External_causes;Male;20;1284;1250;676665;678980
Central-West;2019/2021;Infec_parasit;Male;20;43;51;676665;678980
Central-West;2019/2021;Neoplasms;Male;20;49;37;676665;678980
Central-West;2019/2021;Pregnancy;Male;20;0;0;676665;678980
Central-West;2019/2021;Respiratory;Male;20;23;26;676665;678980
Central-West;2019/2021;Undefined;Male;20;31;36;676665;678980
Central-West;2019/2021;All_causes;Male;25;1529;1753;668891;678245
Central-West;2019/2021;All_other_causes;Male;25;130;131;668891;678245
Central-West;2019/2021;Circulatory;Male;25;61;83;668891;678245
Central-West;2019/2021;Covid;Male;25;0;279;668891;678245
Central-West;2019/2021;External_causes;Male;25;1127;1030;668891;678245
Central-West;2019/2021;Infec_parasit;Male;25;87;78;668891;678245
Central-West;2019/2021;Neoplasms;Male;25;55;55;668891;678245
Central-West;2019/2021;Pregnancy;Male;25;0;0;668891;678245
Central-West;2019/2021;Respiratory;Male;25;28;44;668891;678245
Central-West;2019/2021;Undefined;Male;25;41;53;668891;678245
Central-West;2019/2021;All_causes;Male;30;1535;2221;672090;669469
Central-West;2019/2021;All_other_causes;Male;30;199;187;672090;669469
Central-West;2019/2021;Circulatory;Male;30;109;158;672090;669469
Central-West;2019/2021;Covid;Male;30;0;578;672090;669469
Central-West;2019/2021;External_causes;Male;30;990;999;672090;669469
Central-West;2019/2021;Infec_parasit;Male;30;85;116;672090;669469
Central-West;2019/2021;Neoplasms;Male;30;71;82;672090;669469
Central-West;2019/2021;Pregnancy;Male;30;0;0;672090;669469
Central-West;2019/2021;Respiratory;Male;30;31;48;672090;669469
Central-West;2019/2021;Undefined;Male;30;50;53;672090;669469
Central-West;2019/2021;All_causes;Male;35;1861;2984;666628;674407
Central-West;2019/2021;All_other_causes;Male;35;300;343;666628;674407
Central-West;2019/2021;Circulatory;Male;35;187;229;666628;674407
Central-West;2019/2021;Covid;Male;35;0;994;666628;674407
Central-West;2019/2021;External_causes;Male;35;958;998;666628;674407
Central-West;2019/2021;Infec_parasit;Male;35;124;124;666628;674407
Central-West;2019/2021;Neoplasms;Male;35;142;130;666628;674407
Central-West;2019/2021;Pregnancy;Male;35;0;0;666628;674407
Central-West;2019/2021;Respiratory;Male;35;63;90;666628;674407
Central-West;2019/2021;Undefined;Male;35;87;76;666628;674407
Central-West;2019/2021;All_causes;Male;40;2140;3767;600017;633617
Central-West;2019/2021;All_other_causes;Male;40;457;514;600017;633617
Central-West;2019/2021;Circulatory;Male;40;360;385;600017;633617
Central-West;2019/2021;Covid;Male;40;1;1420;600017;633617
Central-West;2019/2021;External_causes;Male;40;767;846;600017;633617
Central-West;2019/2021;Infec_parasit;Male;40;138;155;600017;633617
Central-West;2019/2021;Neoplasms;Male;40;207;232;600017;633617
Central-West;2019/2021;Pregnancy;Male;40;0;0;600017;633617
Central-West;2019/2021;Respiratory;Male;40;92;108;600017;633617
Central-West;2019/2021;Undefined;Male;40;118;107;600017;633617
Central-West;2019/2021;All_causes;Male;45;2459;4578;522330;545145
Central-West;2019/2021;All_other_causes;Male;45;573;697;522330;545145
Central-West;2019/2021;Circulatory;Male;45;513;561;522330;545145
Central-West;2019/2021;Covid;Male;45;0;1790;522330;545145
Central-West;2019/2021;External_causes;Male;45;652;753;522330;545145
Central-West;2019/2021;Infec_parasit;Male;45;154;182;522330;545145
Central-West;2019/2021;Neoplasms;Male;45;326;311;522330;545145
Central-West;2019/2021;Pregnancy;Male;45;0;0;522330;545145
Central-West;2019/2021;Respiratory;Male;45;124;152;522330;545145
Central-West;2019/2021;Undefined;Male;45;117;132;522330;545145
Central-West;2019/2021;All_causes;Male;5;113;99;600756;619250
Central-West;2019/2021;All_other_causes;Male;5;39;30;600756;619250
Central-West;2019/2021;Circulatory;Male;5;3;5;600756;619250
Central-West;2019/2021;Covid;Male;5;0;2;600756;619250
Central-West;2019/2021;External_causes;Male;5;27;34;600756;619250
Central-West;2019/2021;Infec_parasit;Male;5;7;5;600756;619250
Central-West;2019/2021;Neoplasms;Male;5;26;15;600756;619250
Central-West;2019/2021;Pregnancy;Male;5;0;0;600756;619250
Central-West;2019/2021;Respiratory;Male;5;9;6;600756;619250
Central-West;2019/2021;Undefined;Male;5;2;2;600756;619250
Central-West;2019/2021;All_causes;Male;50;3162;5734;460072;478689
Central-West;2019/2021;All_other_causes;Male;50;713;884;460072;478689
Central-West;2019/2021;Circulatory;Male;50;820;966;460072;478689
Central-West;2019/2021;Covid;Male;50;0;2099;460072;478689
Central-West;2019/2021;External_causes;Male;50;576;648;460072;478689
Central-West;2019/2021;Infec_parasit;Male;50;159;228;460072;478689
Central-West;2019/2021;Neoplasms;Male;50;565;551;460072;478689
