IDADE;SEXO;ANO;SIGLA;LOCAL;nMx;nAx;nqx;lx;ndx;nLx;Sx;Tx;ex
25;Homens;2023;PE;Pernambuco;0,00348;2,51667;0,01725;95.680;1.650;474.304;0,9826;4.699.998;49,12
30;Homens;2023;PE;Pernambuco;0,00351;2,49602;0,01742;94.030;1.638;466.050;0,98268;4.225.694;44,94
35;Homens;2023;PE;Pernambuco;0,00354;2,53996;0,01752;92.392;1.619;457.978;0,98062;3.759.645;40,69
40;Homens;2023;PE;Pernambuco;0,00441;2,59613;0,02182;90.773;1.981;449.104;0,97495;3.301.667;36,37
45;Homens;2023;PE;Pernambuco;0,00586;2,62062;0,0289;88.792;2.566;437.855;0,96559;2.852.563;32,13
50;Homens;2023;PE;Pernambuco;0,00835;2,63518;0,04092;86.226;3.528;422.786;0,95046;2.414.708;28
55;Homens;2023;PE;Pernambuco;0,01219;2,62227;0,05923;82.698;4.899;401.841;0,93035;1.991.922;24,09
60;Homens;2023;PE;Pernambuco;0,01695;2,61097;0,08147;77.799;6.338;373.854;0,90215;1.590.081;20,44
65;Homens;2023;PE;Pernambuco;0,0246;2,58569;0,11611;71.461;8.297;337.273;0,86786;1.216.227;17,02
70;Homens;2023;PE;Pernambuco;0,03271;2,58647;0,1516;63.164;9.576;292.707;0,81358;878.955;13,92
75;Homens;2023;PE;Pernambuco;0,05168;2,57853;0,22965;53.588;12.306;238.140;0,72381;586.248;10,94
80;Homens;2023;PE;Pernambuco;0,07996;2,53032;0,33387;41.281;13.783;172.368;0,59289;348.109;8,43
85;Homens;2023;PE;Pernambuco;0,13297;2,40234;0,49416;27.499;13.589;102.195;0,41849;175.740;6,39
90;Homens;2023;PE;Pernambuco;0,18913;5,28727;1;13.910;13.910;73.545; -   ;73.545;5,29
0;Ambos;2023;PE;Pernambuco;0,01307;0,08408;0,01292;100.000;1.292;98.817;0,98613;7.528.503;75,29
1;Ambos;2023;PE;Pernambuco;0,00061;1,55988;0,00243;98.708;240;394.248;0,99784;7.429.686;75,27
5;Ambos;2023;PE;Pernambuco;0,00026;2,32431;0,0013;98.468;128;491.999;0,99879;7.035.438;71,45
10;Ambos;2023;PE;Pernambuco;0,00027;2,80123;0,00137;98.340;135;491.405;0,99691;6.543.439;66,54
15;Ambos;2023;PE;Pernambuco;0,00111;2,89727;0,00553;98.206;544;489.885;0,9924;6.052.033;61,63
20;Ambos;2023;PE;Pernambuco;0,00186;2,62696;0,00928;97.662;906;486.160;0,99002;5.562.148;56,95
25;Ambos;2023;PE;Pernambuco;0,00208;2,53084;0,01034;96.756;1.001;481.308;0,98934;5.075.988;52,46
30;Ambos;2023;PE;Pernambuco;0,00221;2,52723;0,01098;95.755;1.051;476.177;0,9886;4.594.680;47,98
35;Ambos;2023;PE;Pernambuco;0,00242;2,56902;0,01204;94.704;1.140;470.748;0,98635;4.118.503;43,49
40;Ambos;2023;PE;Pernambuco;0,00315;2,61023;0,01563;93.564;1.462;464.324;0,98192;3.647.755;38,99
45;Ambos;2023;PE;Pernambuco;0,00424;2,63267;0,02101;92.101;1.935;455.927;0,97458;3.183.431;34,56
50;Ambos;2023;PE;Pernambuco;0,00621;2,64634;0,03061;90.167;2.760;444.337;0,9628;2.727.504;30,25
55;Ambos;2023;PE;Pernambuco;0,00912;2,63456;0,04461;87.407;3.900;427.809;0,94679;2.283.166;26,12
60;Ambos;2023;PE;Pernambuco;0,01298;2,62479;0,06296;83.507;5.258;405.048;0,92408;1.855.357;22,22
65;Ambos;2023;PE;Pernambuco;0,01889;2,60265;0,09037;78.249;7.071;374.295;0,89604;1.450.309;18,53
70;Ambos;2023;PE;Pernambuco;0,02566;2,6172;0,12092;71.178;8.607;335.383;0,84651;1.076.014;15,12
75;Ambos;2023;PE;Pernambuco;0,04286;2,62078;0,19447;62.571;12.168;283.905;0,75816;740.631;11,84
80;Ambos;2023;PE;Pernambuco;0,07035;2,57168;0,30041;50.403;15.142;215.246;0,62373;456.726;9,06
85;Ambos;2023;PE;Pernambuco;0,12218;2,43638;0,46518;35.261;16.403;134.256;0,44403;241.480;6,85
90;Ambos;2023;PE;Pernambuco;0,17588;5,68572;1;18.858;18.858;107.224; -   ;107.224;5,69
0;Mulheres;2019;AL;Alagoas;0,01175;0,08488;0,01163;100.000;1.163;98.936;0,98745;7.752.180;77,52
1;Mulheres;2019;AL;Alagoas;0,00057;1,50507;0,00226;98.837;223;394.792;0,99795;7.653.244;77,43
5;Mulheres;2019;AL;Alagoas;0,00027;2,30836;0,00132;98.614;131;492.717;0,99883;7.258.452;73,6
10;Mulheres;2019;AL;Alagoas;0,00024;2,64438;0,00118;98.483;117;492.141;0,99817;6.765.735;68,7
15;Mulheres;2019;AL;Alagoas;0,00053;2,73102;0,00265;98.367;261;491.241;0,99679;6.273.593;63,78
20;Mulheres;2019;AL;Alagoas;0,00072;2,55903;0,0036;98.106;353;489.666;0,99639;5.782.352;58,94
25;Mulheres;2019;AL;Alagoas;0,00071;2,51246;0,00355;97.752;347;487.899;0,99639;5.292.687;54,14
30;Mulheres;2019;AL;Alagoas;0,00077;2,63107;0,00385;97.406;375;486.140;0,99491;4.804.788;49,33
35;Mulheres;2019;AL;Alagoas;0,00134;2,70888;0,0067;97.031;650;483.664;0,99143;4.318.648;44,51
40;Mulheres;2019;AL;Alagoas;0,00213;2,66543;0,0106;96.381;1.022;479.519;0,98736;3.834.984;39,79
45;Mulheres;2019;AL;Alagoas;0,00304;2,67942;0,01507;95.359;1.437;473.459;0,97997;3.355.465;35,19
50;Mulheres;2019;AL;Alagoas;0,0052;2,66367;0,02568;93.922;2.412;463.974;0,97018;2.882.005;30,69
55;Mulheres;2019;AL;Alagoas;0,00701;2,6523;0,03451;91.510;3.158;450.137;0,95566;2.418.032;26,42
60;Mulheres;2019;AL;Alagoas;0,01158;2,67494;0,05639;88.352;4.982;430.177;0,92851;1.967.895;22,27
65;Mulheres;2019;AL;Alagoas;0,01824;2,60776;0,08738;83.370;7.285;399.422;0,90234;1.537.718;18,44
70;Mulheres;2019;AL;Alagoas;0,02332;2,61893;0,11045;76.085;8.403;360.415;0,85671;1.138.296;14,96
75;Mulheres;2019;AL;Alagoas;0,04076;2,64488;0,18593;67.681;12.584;308.770;0,76266;777.881;11,49
80;Mulheres;2019;AL;Alagoas;0,07025;2,58204;0,30026;55.097;16.543;235.485;0,62735;469.111;8,51
85;Mulheres;2019;AL;Alagoas;0,12199;2,50097;0,46744;38.554;18.022;147.733;0,36765;233.625;6,06
90;Mulheres;2019;AL;Alagoas;0,23905;4,1833;1;20.532;20.532;85.892; -   ;85.892;4,18
0;Homens;2019;AL;Alagoas;0,01427;0,08299;0,01408;100.000;1.408;98.709;0,98489;7.116.996;71,17
1;Homens;2019;AL;Alagoas;0,00067;1,61055;0,00267;98.592;263;393.738;0,99754;7.018.288;71,19
5;Homens;2019;AL;Alagoas;0,00032;2,42687;0,00162;98.328;159;491.233;0,99821;6.624.550;67,37
10;Homens;2019;AL;Alagoas;0,00048;2,89805;0,0024;98.170;236;490.352;0,99401;6.133.317;62,48
15;Homens;2019;AL;Alagoas;0,0022;2,89566;0,01093;97.934;1.070;487.417;0,98572;5.642.965;57,62
20;Homens;2019;AL;Alagoas;0,00328;2,5526;0,01628;96.864;1.577;480.458;0,98437;5.155.548;53,22
25;Homens;2019;AL;Alagoas;0,00292;2,47862;0,0145;95.286;1.381;472.949;0,98531;4.675.090;49,06
30;Homens;2019;AL;Alagoas;0,00305;2,5221;0,01514;93.905;1.422;466.002;0,98427;4.202.142;44,75
35;Homens;2019;AL;Alagoas;0,00335;2,56124;0,01661;92.483;1.536;458.672;0,98148;3.736.140;40,4
40;Homens;2019;AL;Alagoas;0,00423;2,60707;0,02095;90.948;1.905;450.179;0,97546;3.277.468;36,04
45;Homens;2019;AL;Alagoas;0,00584;2,62899;0,0288;89.042;2.564;439.132;0,9656;2.827.288;31,75
50;Homens;2019;AL;Alagoas;0,00833;2,63229;0,04086;86.478;3.534;424.024;0,95095;2.388.156;27,62
55;Homens;2019;AL;Alagoas;0,01198;2,619;0,05823;82.945;4.830;403.224;0,93175;1.964.132;23,68
60;Homens;2019;AL;Alagoas;0,01663;2,61967;0,07999;78.115;6.248;375.702;0,902;1.560.908;19,98
65;Homens;2019;AL;Alagoas;0,02512;2,59801;0,11846;71.867;8.514;338.884;0,86347;1.185.206;16,49
70;Homens;2019;AL;Alagoas;0,03422;2,58863;0,15807;63.353;10.015;292.617;0,80586;846.321;13,36
75;Homens;2019;AL;Alagoas;0,05413;2,58051;0,23932;53.339;12.765;235.809;0,70767;553.704;10,38
80;Homens;2019;AL;Alagoas;0,08655;2,50784;0,35597;40.574;14.443;166.874;0,58335;317.896;7,84
85;Homens;2019;AL;Alagoas;0,13356;2,43819;0,49756;26.131;13.002;97.346;0,35542;151.021;5,78
90;Homens;2019;AL;Alagoas;0,2446;4,08828;1;13.129;13.129;53.675; -   ;53.675;4,09
0;Ambos;2019;AL;Alagoas;0,01304;0,08399;0,01289;100.000;1.289;98.820;0,98614;7.438.834;74,39
1;Ambos;2019;AL;Alagoas;0,00062;1,55995;0,00247;98.711;244;394.251;0,99774;7.340.014;74,36
5;Ambos;2019;AL;Alagoas;0,00029;2,38167;0,00147;98.468;145;491.958;0,99851;6.945.764;70,54
10;Ambos;2019;AL;Alagoas;0,00036;2,82076;0,00181;98.322;178;491.225;0,99603;6.453.806;65,64
15;Ambos;2019;AL;Alagoas;0,00138;2,85181;0,00688;98.145;675;489.274;0,99124;5.962.581;60,75
20;Ambos;2019;AL;Alagoas;0,00198;2,54765;0,00988;97.470;963;484.988;0,99053;5.473.307;56,15
25;Ambos;2019;AL;Alagoas;0,00177;2,48214;0,00881;96.507;850;480.396;0,99111;4.988.319;51,69
30;Ambos;2019;AL;Alagoas;0,00185;2,55065;0,00923;95.657;883;476.124;0,98982;4.507.923;47,13
35;Ambos;2019;AL;Alagoas;0,0023;2,60378;0,01143;94.774;1.083;471.277;0,9867;4.031.799;42,54
40;Ambos;2019;AL;Alagoas;0,00312;2,6262;0,0155;93.691;1.452;465.010;0,98177;3.560.522;38
45;Ambos;2019;AL;Alagoas;0,00435;2,64839;0,02151;92.239;1.984;456.532;0,97325;3.095.512;33,56
50;Ambos;2019;AL;Alagoas;0,00665;2,64445;0,03273;90.256;2.954;444.320;0,96129;2.638.980;29,24
55;Ambos;2019;AL;Alagoas;0,00929;2,63402;0,04545;87.302;3.968;427.121;0,94464;2.194.660;25,14
60;Ambos;2019;AL;Alagoas;0,01388;2,64447;0,06721;83.334;5.601;403.477;0,9164;1.767.539;21,21
65;Ambos;2019;AL;Alagoas;0,02135;2,60339;0,10156;77.733;7.895;369.746;0,88457;1.364.062;17,55
70;Ambos;2019;AL;Alagoas;0,02823;2,6034;0,1322;69.838;9.233;327.065;0,83388;994.316;14,24
75;Ambos;2019;AL;Alagoas;0,04651;2,61183;0,20932;60.606;12.686;272.733;0,73918;667.251;11,01
80;Ambos;2019;AL;Alagoas;0,07688;2,5481;0,32343;47.920;15.499;201.598;0,60955;394.518;8,23
85;Ambos;2019;AL;Alagoas;0,12639;2,47485;0,47907;32.421;15.532;122.885;0,36302;192.919;5,95
90;Ambos;2019;AL;Alagoas;0,24116;4,14668;1;16.889;16.889;70.034; -   ;70.034;4,15
0;Mulheres;2020;AL;Alagoas;0,01083;0,08218;0,01073;100.000;1.073;99.016;0,98862;7.627.671;76,28
1;Mulheres;2020;AL;Alagoas;0,00042;1,50654;0,00169;98.927;168;395.292;0,99833;7.528.655;76,1
5;Mulheres;2020;AL;Alagoas;0,00024;2,35386;0,00121;98.760;120;493.482;0,99892;7.133.363;72,23
10;Mulheres;2020;AL;Alagoas;0,00022;2,65486;0,00109;98.640;108;492.948;0,99826;6.639.881;67,31
15;Mulheres;2020;AL;Alagoas;0,00051;2,72422;0,00256;98.533;252;492.090;0,99703;6.146.933;62,38
20;Mulheres;2020;AL;Alagoas;0,00064;2,54575;0,00321;98.281;316;490.629;0,99685;5.654.843;57,54
25;Mulheres;2020;AL;Alagoas;0,00064;2,63049;0,0032;97.965;314;489.082;0,99551;5.164.214;52,71
30;Mulheres;2020;AL;Alagoas;0,00121;2,67861;0,00604;97.651;590;486.888;0,99317;4.675.132;47,88
35;Mulheres;2020;AL;Alagoas;0,00153;2,63976;0,00762;97.062;740;483.562;0,99045;4.188.244;43,15
40;Mulheres;2020;AL;Alagoas;0,00241;2,68741;0,01196;96.322;1.152;478.944;0,98471;3.704.683;38,46
45;Mulheres;2020;AL;Alagoas;0,00385;2,67316;0,0191;95.169;1.817;471.618;0,97659;3.225.739;33,89
50;Mulheres;2020;AL;Alagoas;0,00574;2,66127;0,02832;93.352;2.644;460.576;0,96477;2.754.121;29,5
55;Mulheres;2020;AL;Alagoas;0,00885;2,66285;0,04336;90.708;3.933;444.348;0,94591;2.293.544;25,28
60;Mulheres;2020;AL;Alagoas;0,01371;2,64586;0,06638;86.775;5.761;420.315;0,9185;1.849.196;21,31
65;Mulheres;2020;AL;Alagoas;0,02044;2,59061;0,09742;81.015;7.892;386.057;0,89168;1.428.881;17,64
70;Mulheres;2020;AL;Alagoas;0,02597;2,61005;0,12228;73.122;8.942;344.241;0,84254;1.042.824;14,26
75;Mulheres;2020;AL;Alagoas;0,04496;2,63275;0,20316;64.181;13.039;290.038;0,7426;698.583;10,88
80;Mulheres;2020;AL;Alagoas;0,07701;2,56845;0,32431;51.142;16.586;215.381;0,59862;408.545;7,99
85;Mulheres;2020;AL;Alagoas;0,13486;2,47828;0,50319;34.556;17.388;128.932;0,33252;193.164;5,59
90;Mulheres;2020;AL;Alagoas;0,26728;3,74141;1;17.168;17.168;64.232; -   ;64.232;3,74
0;Homens;2020;AL;Alagoas;0,01313;0,07981;0,01298;100.000;1.298;98.806;0,98649;6.872.765;68,73
1;Homens;2020;AL;Alagoas;0,0004;1,61388;0,00158;98.702;156;394.438;0,99834;6.773.959;68,63
5;Homens;2020;AL;Alagoas;0,00025;2,49069;0,00124;98.547;122;492.426;0,99861;6.379.522;64,74
10;Homens;2020;AL;Alagoas;0,00038;2,97881;0,0019;98.424;187;491.744;0,99385;5.887.096;59,81
15;Homens;2020;AL;Alagoas;0,00248;2,96813;0,01236;98.237;1.214;488.721;0,98379;5.395.352;54,92
20;Homens;2020;AL;Alagoas;0,00368;2,56017;0,01824;97.024;1.770;480.799;0,98208;4.906.631;50,57
25;Homens;2020;AL;Alagoas;0,00344;2,48665;0,01705;95.254;1.624;472.185;0,98278;4.425.832;46,46
30;Homens;2020;AL;Alagoas;0,00357;2,53318;0,01771;93.629;1.658;464.055;0,98099;3.953.647;42,23
35;Homens;2020;AL;Alagoas;0,00418;2,57268;0,02069;91.971;1.903;455.235;0,97694;3.489.591;37,94
40;Homens;2020;AL;Alagoas;0,00528;2,61612;0,02608;90.068;2.349;444.739;0,96846;3.034.357;33,69
45;Homens;2020;AL;Alagoas;0,0077;2,6216;0,03778;87.719;3.314;430.710;0,95648;2.589.618;29,52
50;Homens;2020;AL;Alagoas;0,01023;2,61344;0,04991;84.404;4.213;411.967;0,94045;2.158.908;25,58
55;Homens;2020;AL;Alagoas;0,01469;2,62439;0,07099;80.191;5.693;387.434;0,91451;1.746.941;21,78
60;Homens;2020;AL;Alagoas;0,02152;2,61506;0,10234;74.499;7.625;354.310;0,87643;1.359.507;18,25
65;Homens;2020;AL;Alagoas;0,03165;2,57445;0,14699;66.874;9.830;310.530;0,83276;1.005.197;15,03
70;Homens;2020;AL;Alagoas;0,04222;2,56114;0,19139;57.045;10.918;258.598;0,76951;694.667;12,18
75;Homens;2020;AL;Alagoas;0,06475;2,54428;0,27933;46.127;12.885;198.995;0,66702;436.069;9,45
80;Homens;2020;AL;Alagoas;0,09977;2,47207;0,39839;33.242;13.243;132.733;0,53783;237.074;7,13
85;Homens;2020;AL;Alagoas;0,15358;2,39066;0,5482;19.999;10.963;71.388;0,31582;104.341;5,22
90;Homens;2020;AL;Alagoas;0,27419;3,64706;1;9.036;9.036;32.953; -   ;32.953;3,65
0;Ambos;2020;AL;Alagoas;0,01201;0,08103;0,01188;100.000;1.188;98.908;0,98753;7.249.511;72,5
1;Ambos;2020;AL;Alagoas;0,00041;1,5623;0,00164;98.812;162;394.855;0,99834;7.150.603;72,37
5;Ambos;2020;AL;Alagoas;0,00025;2,43197;0,00123;98.651;121;492.942;0,99877;6.755.748;68,48
10;Ambos;2020;AL;Alagoas;0,0003;2,87914;0,0015;98.529;148;492.333;0,99596;6.262.806;63,56
15;Ambos;2020;AL;Alagoas;0,00152;2,90643;0,00758;98.381;746;490.346;0,99037;5.770.473;58,65
20;Ambos;2020;AL;Alagoas;0,00215;2,55104;0,01068;97.636;1.043;485.624;0,98963;5.280.127;54,08
25;Ambos;2020;AL;Alagoas;0,00199;2,51301;0,00988;96.593;954;480.590;0,98939;4.794.503;49,64
30;Ambos;2020;AL;Alagoas;0,00233;2,56609;0,0116;95.638;1.109;475.493;0,98739;4.313.913;45,11
35;Ambos;2020;AL;Alagoas;0,00279;2,59398;0,01386;94.529;1.310;469.495;0,98401;3.838.420;40,61
40;Ambos;2020;AL;Alagoas;0,00377;2,63897;0,01866;93.219;1.740;461.989;0,97705;3.368.925;36,14
45;Ambos;2020;AL;Alagoas;0,00565;2,64041;0,02786;91.480;2.549;451.384;0,96719;2.906.936;31,78
50;Ambos;2020;AL;Alagoas;0,00782;2,63238;0,03838;88.931;3.413;436.574;0,9535;2.455.552;27,61
55;Ambos;2020;AL;Alagoas;0,01153;2,641;0,0561;85.518;4.798;416.272;0,93145;2.018.978;23,61
60;Ambos;2020;AL;Alagoas;0,01726;2,62945;0,08291;80.720;6.693;387.736;0,89921;1.602.706;19,86
65;Ambos;2020;AL;Alagoas;0,0255;2,5836;0,12009;74.028;8.890;348.657;0,86466;1.214.970;16,41
70;Ambos;2020;AL;Alagoas;0,03327;2,58505;0,15398;65.138;10.030;301.468;0,80951;866.313;13,3
75;Ambos;2020;AL;Alagoas;0,05349;2,58709;0,23688;55.108;13.054;244.043;0,70993;564.844;10,25
80;Ambos;2020;AL;Alagoas;0,08628;2,52362;0,35546;42.054;14.948;173.253;0,57383;320.801;7,63
85;Ambos;2020;AL;Alagoas;0,14198;2,4418;0,52076;27.106;14.116;99.418;0,3262;147.548;5,44
90;Ambos;2020;AL;Alagoas;0,2699;3,70508;1;12.990;12.990;48.130; -   ;48.130;3,71
0;Mulheres;2021;AL;Alagoas;0,01329;0,0894;0,01313;100.000;1.313;98.804;0,9862;7.552.510;75,53
1;Mulheres;2021;AL;Alagoas;0,00046;1,50263;0,00183;98.687;181;394.296;0,99824;7.453.706;75,53
5;Mulheres;2021;AL;Alagoas;0,00023;2,35551;0,00115;98.506;113;492.231;0,9989;7.059.410;71,66
10;Mulheres;2021;AL;Alagoas;0,00024;2,63214;0,00119;98.393;117;491.688;0,99838;6.567.179;66,74
15;Mulheres;2021;AL;Alagoas;0,00043;2,69574;0,00217;98.276;213;490.889;0,9974;6.075.491;61,82
20;Mulheres;2021;AL;Alagoas;0,00061;2,6489;0,00305;98.063;299;489.611;0,99629;5.584.602;56,95
25;Mulheres;2021;AL;Alagoas;0,00089;2,64579;0,00445;97.764;435;487.794;0,99475;5.094.991;52,12
30;Mulheres;2021;AL;Alagoas;0,00124;2,65956;0,00619;97.328;602;485.232;0,99218;4.607.197;47,34
35;Mulheres;2021;AL;Alagoas;0,00194;2,65594;0,00968;96.726;936;481.436;0,98864;4.121.965;42,61
40;Mulheres;2021;AL;Alagoas;0,00268;2,65584;0,01329;95.790;1.273;475.965;0,98324;3.640.530;38,01
45;Mulheres;2021;AL;Alagoas;0,00422;2,67149;0,02089;94.517;1.974;467.985;0,97426;3.164.565;33,48
50;Mulheres;2021;AL;Alagoas;0,00636;2,66274;0,03132;92.542;2.898;455.937;0,96086;2.696.579;29,14
55;Mulheres;2021;AL;Alagoas;0,00982;2,64547;0,04799;89.644;4.302;438.092;0,94263;2.240.642;24,99
60;Mulheres;2021;AL;Alagoas;0,0141;2,63745;0,06821;85.342;5.821;412.960;0,91453;1.802.550;21,12
65;Mulheres;2021;AL;Alagoas;0,02187;2,58518;0,10386;79.521;8.259;377.664;0,88722;1.389.590;17,47
70;Mulheres;2021;AL;Alagoas;0,0264;2,59891;0,12414;71.263;8.846;335.072;0,8402;1.011.926;14,2
75;Mulheres;2021;AL;Alagoas;0,04578;2,62944;0,20649;62.416;12.888;281.529;0,73967;676.854;10,84
80;Mulheres;2021;AL;Alagoas;0,07767;2,56399;0,32658;49.528;16.175;208.239;0,59672;395.325;7,98
85;Mulheres;2021;AL;Alagoas;0,13533;2,47232;0,50419;33.353;16.816;124.260;0,33581;187.086;5,61
90;Mulheres;2021;AL;Alagoas;0,26322;3,79916;1;16.537;16.537;62.826; -   ;62.826;3,8
0;Homens;2021;AL;Alagoas;0,01443;0,08343;0,01424;100.000;1.424;98.695;0,98486;6.841.774;68,42
1;Homens;2021;AL;Alagoas;0,00061;1,61008;0,00243;98.576;239;393.734;0,99784;6.743.079;68,4
5;Homens;2021;AL;Alagoas;0,00025;2,4045;0,00126;98.337;124;491.364;0,99859;6.349.345;64,57
10;Homens;2021;AL;Alagoas;0,00039;2,94858;0,00197;98.213;193;490.670;0,99436;5.857.981;59,65
15;Homens;2021;AL;Alagoas;0,00218;2,93528;0,01085;98.020;1.063;487.904;0,98588;5.367.311;54,76
20;Homens;2021;AL;Alagoas;0,00325;2,59142;0,01614;96.957;1.565;481.014;0,98307;4.879.407;50,33
25;Homens;2021;AL;Alagoas;0,00349;2,5228;0,01731;95.392;1.651;472.868;0,9821;4.398.393;46,11
30;Homens;2021;AL;Alagoas;0,00376;2,53646;0,01862;93.741;1.745;464.403;0,98015;3.925.524;41,88
35;Homens;2021;AL;Alagoas;0,00432;2,56372;0,02137;91.995;1.966;455.186;0,97656;3.461.121;37,62
40;Homens;2021;AL;Alagoas;0,00533;2,623;0,02631;90.029;2.368;444.516;0,96726;3.005.935;33,39
45;Homens;2021;AL;Alagoas;0,00822;2,64035;0,04033;87.661;3.535;429.963;0,95241;2.561.419;29,22
50;Homens;2021;AL;Alagoas;0,01135;2,6048;0,05523;84.126;4.646;409.500;0,93629;2.131.456;25,34
55;Homens;2021;AL;Alagoas;0,01523;2,60455;0,07347;79.480;5.839;383.410;0,91287;1.721.956;21,67
60;Homens;2021;AL;Alagoas;0,02182;2,6174;0,10373;73.640;7.638;350.002;0,87224;1.338.546;18,18
65;Homens;2021;AL;Alagoas;0,03328;2,56665;0,15394;66.002;10.160;305.285;0,82938;988.544;14,98
70;Homens;2021;AL;Alagoas;0,04192;2,54942;0,19007;55.841;10.614;253.197;0,77152;683.258;12,24
75;Homens;2021;AL;Alagoas;0,06416;2,54338;0,27713;45.228;12.534;195.347;0,67109;430.061;9,51
80;Homens;2021;AL;Alagoas;0,09806;2,48165;0,3932;32.694;12.855;131.095;0,53653;234.714;7,18
85;Homens;2021;AL;Alagoas;0,15664;2,38081;0,55535;19.839;11.017;70.336;0,32121;103.620;5,22
90;Homens;2021;AL;Alagoas;0,26503;3,77317;1;8.821;8.821;33.284; -   ;33.284;3,77
0;Ambos;2021;AL;Alagoas;0,01387;0,08637;0,0137;100.000;1.370;98.749;0,98551;7.197.728;71,98
1;Ambos;2021;AL;Alagoas;0,00053;1,55805;0,00214;98.630;211;394.007;0,99804;7.098.980;71,98
5;Ambos;2021;AL;Alagoas;0,00024;2,38528;0,0012;98.420;119;491.788;0,99874;6.704.973;68,13
10;Ambos;2021;AL;Alagoas;0,00032;2,85493;0,00159;98.301;156;491.170;0,99628;6.213.186;63,21
15;Ambos;2021;AL;Alagoas;0,00133;2,87266;0,00663;98.145;650;489.341;0,99159;5.722.015;58,3
20;Ambos;2021;AL;Alagoas;0,00193;2,59567;0,00958;97.495;934;485.227;0,98979;5.232.674;53,67
25;Ambos;2021;AL;Alagoas;0,00214;2,54444;0,01067;96.560;1.030;480.273;0,98869;4.747.447;49,17
30;Ambos;2021;AL;Alagoas;0,00243;2,56979;0,0121;95.530;1.156;474.842;0,98645;4.267.174;44,67
35;Ambos;2021;AL;Alagoas;0,00307;2,5934;0,01525;94.374;1.439;468.409;0,98289;3.792.331;40,18
40;Ambos;2021;AL;Alagoas;0,00393;2,63424;0,01948;92.935;1.810;460.395;0,9757;3.323.923;35,77
45;Ambos;2021;AL;Alagoas;0,00609;2,65203;0,03;91.125;2.734;449.209;0,96405;2.863.527;31,42
50;Ambos;2021;AL;Alagoas;0,00867;2,62845;0,04246;88.392;3.753;433.058;0,94946;2.414.319;27,31
55;Ambos;2021;AL;Alagoas;0,01229;2,62203;0,05973;84.638;5.055;411.171;0,92895;1.981.261;23,41
60;Ambos;2021;AL;Alagoas;0,01761;2,62719;0,0845;79.583;6.725;381.959;0,89518;1.570.090;19,73
65;Ambos;2021;AL;Alagoas;0,027;2,57672;0,1267;72.858;9.231;341.923;0,86082;1.188.131;16,31
70;Ambos;2021;AL;Alagoas;0,03333;2,57385;0,15419;63.627;9.811;294.335;0,80927;846.209;13,3
75;Ambos;2021;AL;Alagoas;0,05371;2,58553;0,2377;53.817;12.792;238.197;0,71007;551.873;10,25
80;Ambos;2021;AL;Alagoas;0,08598;2,52552;0,35448;41.024;14.542;169.138;0,5723;313.676;7,65
85;Ambos;2021;AL;Alagoas;0,14343;2,43484;0,52425;26.482;13.883;96.798;0,3303;144.539;5,46
90;Ambos;2021;AL;Alagoas;0,2639;3,78931;1;12.599;12.599;47.741; -   ;47.741;3,79
0;Mulheres;2022;AL;Alagoas;0,01108;0,0829;0,01097;100.000;1.097;98.994;0,98779;7.674.676;76,75
1;Mulheres;2022;AL;Alagoas;0,00072;1,50615;0,00289;98.903;286;394.900;0,99776;7.575.682;76,6
5;Mulheres;2022;AL;Alagoas;0,00023;2,3155;0,00113;98.617;111;492.789;0,99876;7.180.782;72,81
10;Mulheres;2022;AL;Alagoas;0,00031;2,68732;0,00156;98.506;154;492.175;0,99785;6.687.993;67,89
15;Mulheres;2022;AL;Alagoas;0,00056;2,64343;0,00277;98.352;273;491.119;0,99701;6.195.818;63
20;Mulheres;2022;AL;Alagoas;0,00063;2,55989;0,00313;98.080;307;489.650;0,99664;5.704.699;58,16
25;Mulheres;2022;AL;Alagoas;0,00074;2,63602;0,00372;97.773;363;488.005;0,9952;5.215.049;53,34
30;Mulheres;2022;AL;Alagoas;0,00121;2,64897;0,00605;97.410;589;485.663;0,99314;4.727.043;48,53
35;Mulheres;2022;AL;Alagoas;0,00154;2,61745;0,00767;96.821;743;482.332;0,99096;4.241.381;43,81
40;Mulheres;2022;AL;Alagoas;0,00216;2,66676;0,01077;96.077;1.034;477.974;0,98619;3.759.048;39,13
45;Mulheres;2022;AL;Alagoas;0,00351;2,67473;0,01738;95.043;1.652;471.373;0,97867;3.281.075;34,52
50;Mulheres;2022;AL;Alagoas;0,00519;2,64503;0,02561;93.391;2.392;461.320;0,96952;2.809.702;30,09
55;Mulheres;2022;AL;Alagoas;0,00741;2,66498;0,0364;90.999;3.312;447.259;0,9528;2.348.382;25,81
60;Mulheres;2022;AL;Alagoas;0,01233;2,66172;0,05991;87.686;5.253;426.148;0,92686;1.901.123;21,68
65;Mulheres;2022;AL;Alagoas;0,01821;2,6099;0,08724;82.433;7.191;394.979;0,89914;1.474.975;17,89
70;Mulheres;2022;AL;Alagoas;0,02506;2,63291;0,1183;75.242;8.901;355.141;0,84569;1.079.997;14,35
75;Mulheres;2022;AL;Alagoas;0,04427;2,64106;0,20043;66.341;13.297;300.340;0,74434;724.855;10,93
80;Mulheres;2022;AL;Alagoas;0,0768;2,57309;0,32366;53.045;17.169;223.556;0,59781;424.515;8
