IDADE;SEXO;ANO;SIGLA;LOCAL;nMx;nAx;nqx;lx;ndx;nLx;Sx;Tx;ex
50;Homens;2020;ND;Nordeste;0,00922;2,62317;0,04511;85.256;3.846;417.138;0,94703;2.290.328;26,86
55;Homens;2020;ND;Nordeste;0,01276;2,61764;0,06192;81.410;5.041;395.042;0,92597;1.873.190;23,01
60;Homens;2020;ND;Nordeste;0,01842;2,61845;0,08824;76.369;6.739;365.798;0,89346;1.478.148;19,36
65;Homens;2020;ND;Nordeste;0,02709;2,59111;0,12714;69.631;8.853;326.827;0,85259;1.112.350;15,98
70;Homens;2020;ND;Nordeste;0,0374;2,57843;0,17148;60.778;10.422;278.649;0,79278;785.523;12,92
75;Homens;2020;ND;Nordeste;0,05737;2,56457;0,2517;50.355;12.675;220.908;0,69568;506.874;10,07
80;Homens;2020;ND;Nordeste;0,09051;2,50385;0,36915;37.681;13.910;153.682;0,56262;285.966;7,59
85;Homens;2020;ND;Nordeste;0,14449;2,40739;0,52557;23.771;12.493;86.464;0,34638;132.285;5,57
90;Homens;2020;ND;Nordeste;0,24612;4,06301;1;11.278;11.278;45.821; -   ;45.821;4,06
0;Mulheres;2021;ND;Nordeste;0,01262;0,08743;0,01248;100.000;1.248;98.861;0,9869;7.716.502;77,17
1;Mulheres;2021;ND;Nordeste;0,00043;1,50369;0,00171;98.752;169;394.587;0,9984;7.617.641;77,14
5;Mulheres;2021;ND;Nordeste;0,0002;2,38218;0,00099;98.583;98;492.660;0,99895;7.223.053;73,27
10;Mulheres;2021;ND;Nordeste;0,00025;2,69294;0,00125;98.486;123;492.143;0,99817;6.730.393;68,34
15;Mulheres;2021;ND;Nordeste;0,0005;2,70418;0,00251;98.362;247;491.244;0,99704;6.238.250;63,42
20;Mulheres;2021;ND;Nordeste;0,00067;2,60628;0,00335;98.115;329;489.790;0,99626;5.747.006;58,57
25;Mulheres;2021;ND;Nordeste;0,00084;2,62287;0,0042;97.786;411;487.956;0,99493;5.257.216;53,76
30;Mulheres;2021;ND;Nordeste;0,00122;2,64758;0,00609;97.376;593;485.483;0,99274;4.769.261;48,98
35;Mulheres;2021;ND;Nordeste;0,00173;2,65532;0,00862;96.783;834;481.957;0,98934;4.283.777;44,26
40;Mulheres;2021;ND;Nordeste;0,00262;2,65822;0,01302;95.949;1.249;476.817;0,98425;3.801.820;39,62
45;Mulheres;2021;ND;Nordeste;0,0038;2,64802;0,01881;94.699;1.782;469.306;0,9772;3.325.003;35,11
50;Mulheres;2021;ND;Nordeste;0,00554;2,64422;0,02733;92.918;2.540;458.605;0,96706;2.855.697;30,73
55;Mulheres;2021;ND;Nordeste;0,00802;2,6402;0,03935;90.378;3.556;443.498;0,95236;2.397.092;26,52
60;Mulheres;2021;ND;Nordeste;0,01176;2,63658;0,05721;86.822;4.967;422.369;0,93026;1.953.594;22,5
65;Mulheres;2021;ND;Nordeste;0,01737;2,60324;0,08339;81.855;6.826;392.913;0,90543;1.531.224;18,71
70;Mulheres;2021;ND;Nordeste;0,02297;2,62693;0,1089;75.029;8.170;355.755;0,85856;1.138.312;15,17
75;Mulheres;2021;ND;Nordeste;0,0402;2,64989;0,18364;66.858;12.278;305.437;0,7637;782.557;11,7
80;Mulheres;2021;ND;Nordeste;0,07049;2,58922;0,30126;54.580;16.443;233.261;0,62066;477.120;8,74
85;Mulheres;2021;ND;Nordeste;0,12484;2,45975;0,47391;38.137;18.074;144.775;0,40632;243.859;6,39
90;Mulheres;2021;ND;Nordeste;0,20249;4,93848;1;20.064;20.064;99.084; -   ;99.084;4,94
0;Homens;2021;ND;Nordeste;0,01512;0,08537;0,01491;100.000;1.491;98.636;0,98442;6.938.255;69,38
1;Homens;2021;ND;Nordeste;0,00049;1,60805;0,00197;98.509;194;393.572;0,99813;6.839.619;69,43
5;Homens;2021;ND;Nordeste;0,00023;2,42143;0,00114;98.315;112;491.286;0,99874;6.446.047;65,57
10;Homens;2021;ND;Nordeste;0,00034;2,95705;0,00172;98.203;169;490.669;0,99483;5.954.761;60,64
15;Homens;2021;ND;Nordeste;0,00206;2,97333;0,01025;98.034;1.004;488.133;0,98582;5.464.093;55,74
20;Homens;2021;ND;Nordeste;0,00341;2,60264;0,01692;97.029;1.641;481.211;0,98259;4.975.960;51,28
25;Homens;2021;ND;Nordeste;0,00348;2,50759;0,01727;95.388;1.648;472.833;0,9824;4.494.748;47,12
30;Homens;2021;ND;Nordeste;0,00366;2,5378;0,01815;93.740;1.702;464.511;0,98042;4.021.916;42,9
35;Homens;2021;ND;Nordeste;0,00433;2,57889;0,02144;92.039;1.974;455.415;0,97574;3.557.404;38,65
40;Homens;2021;ND;Nordeste;0,00559;2,59973;0,02756;90.065;2.482;444.367;0,96837;3.101.989;34,44
45;Homens;2021;ND;Nordeste;0,0074;2,61183;0,03634;87.583;3.183;430.313;0,95716;2.657.622;30,34
50;Homens;2021;ND;Nordeste;0,01029;2,6112;0,05021;84.400;4.238;411.877;0,94158;2.227.309;26,39
55;Homens;2021;ND;Nordeste;0,01398;2,60284;0,06763;80.162;5.422;387.816;0,92081;1.815.432;22,65
60;Homens;2021;ND;Nordeste;0,01938;2,60196;0,09262;74.741;6.922;357.104;0,89013;1.427.617;19,1
65;Homens;2021;ND;Nordeste;0,02769;2,58829;0,12976;67.818;8.800;317.869;0,84803;1.070.513;15,78
70;Homens;2021;ND;Nordeste;0,03906;2,57533;0,17841;59.018;10.529;269.561;0,78638;752.644;12,75
75;Homens;2021;ND;Nordeste;0,05874;2,55321;0,25679;48.489;12.451;211.978;0,69302;483.084;9,96
80;Homens;2021;ND;Nordeste;0,09073;2,50309;0,36987;36.038;13.329;146.906;0,55869;271.105;7,52
85;Homens;2021;ND;Nordeste;0,14771;2,40448;0,53388;22.708;12.123;82.075;0,33917;124.200;5,47
90;Homens;2021;ND;Nordeste;0,25127;3,97976;1;10.585;10.585;42.125; -   ;42.125;3,98
0;Mulheres;2022;ND;Nordeste;0,01268;0,0876;0,01253;100.000;1.253;98.857;0,98661;7.865.429;78,65
1;Mulheres;2022;ND;Nordeste;0,00055;1,5036;0,00219;98.747;217;394.446;0,99809;7.766.573;78,65
5;Mulheres;2022;ND;Nordeste;0,00022;2,35539;0,00111;98.530;109;492.361;0,99881;7.372.126;74,82
10;Mulheres;2022;ND;Nordeste;0,00028;2,65566;0,00142;98.421;140;491.775;0,99815;6.879.766;69,9
15;Mulheres;2022;ND;Nordeste;0,00047;2,67223;0,00235;98.281;231;490.865;0,99718;6.387.991;65
20;Mulheres;2022;ND;Nordeste;0,00065;2,60087;0,00326;98.050;320;489.480;0,99644;5.897.126;60,14
25;Mulheres;2022;ND;Nordeste;0,00077;2,57657;0,00384;97.729;375;487.739;0,99576;5.407.646;55,33
30;Mulheres;2022;ND;Nordeste;0,00095;2,61825;0,00475;97.355;462;485.672;0,99431;4.919.907;50,54
35;Mulheres;2022;ND;Nordeste;0,00137;2,64682;0,00682;96.892;661;482.906;0,99183;4.434.235;45,76
40;Mulheres;2022;ND;Nordeste;0,00195;2,65161;0,00972;96.231;935;478.960;0,98811;3.951.329;41,06
45;Mulheres;2022;ND;Nordeste;0,00289;2,65004;0,01435;95.296;1.368;473.267;0,98278;3.472.369;36,44
50;Mulheres;2022;ND;Nordeste;0,00413;2,64503;0,02045;93.928;1.921;465.119;0,97523;2.999.102;31,93
55;Mulheres;2022;ND;Nordeste;0,00604;2,6495;0,02979;92.008;2.741;453.598;0,96371;2.533.983;27,54
60;Mulheres;2022;ND;Nordeste;0,00899;2,65886;0,04402;89.267;3.930;437.137;0,94464;2.080.385;23,31
65;Mulheres;2022;ND;Nordeste;0,01417;2,64969;0,06857;85.338;5.851;412.935;0,91692;1.643.248;19,26
70;Mulheres;2022;ND;Nordeste;0,02125;2,66304;0,10122;79.486;8.045;378.629;0,86584;1.230.313;15,48
75;Mulheres;2022;ND;Nordeste;0,03833;2,6626;0,17589;71.441;12.566;327.833;0,77202;851.684;11,92
80;Mulheres;2022;ND;Nordeste;0,06804;2,60263;0,29248;58.875;17.220;253.092;0,62612;523.851;8,9
85;Mulheres;2022;ND;Nordeste;0,12387;2,46252;0,47123;41.655;19.629;158.467;0,41473;270.758;6,5
90;Mulheres;2022;ND;Nordeste;0,19615;5,09815;1;22.026;22.026;112.291; -   ;112.291;5,1
0;Homens;2022;ND;Nordeste;0,01497;0,08496;0,01477;100.000;1.477;98.648;0,98429;7.121.707;71,22
1;Homens;2022;ND;Nordeste;0,00063;1,60847;0,00253;98.523;249;393.495;0,99771;7.023.059;71,28
5;Homens;2022;ND;Nordeste;0,00027;2,37543;0,00136;98.273;134;491.016;0,9986;6.629.564;67,46
10;Homens;2022;ND;Nordeste;0,00036;2,91044;0,0018;98.140;177;490.329;0,99497;6.138.548;62,55
15;Homens;2022;ND;Nordeste;0,00196;2,95864;0,00977;97.963;957;487.861;0,98634;5.648.218;57,66
20;Homens;2022;ND;Nordeste;0,00332;2,60185;0,01647;97.006;1.598;481.198;0,9832;5.160.357;53,2
25;Homens;2022;ND;Nordeste;0,00331;2,49042;0,0164;95.408;1.564;473.116;0,98373;4.679.159;49,04
30;Homens;2022;ND;Nordeste;0,00328;2,5075;0,01625;93.844;1.525;465.418;0,98327;4.206.043;44,82
35;Homens;2022;ND;Nordeste;0,00354;2,55713;0,01756;92.319;1.621;457.633;0,98042;3.740.626;40,52
40;Homens;2022;ND;Nordeste;0,00447;2,59811;0,0221;90.698;2.004;448.674;0,97457;3.282.993;36,2
45;Homens;2022;ND;Nordeste;0,00593;2,60935;0,02924;88.693;2.594;437.266;0,96609;2.834.319;31,96
50;Homens;2022;ND;Nordeste;0,00801;2,61798;0,03931;86.100;3.384;422.437;0,95333;2.397.052;27,84
55;Homens;2022;ND;Nordeste;0,01132;2,61979;0,05513;82.715;4.560;402.723;0,93486;1.974.616;23,87
60;Homens;2022;ND;Nordeste;0,01594;2,61988;0,07681;78.156;6.003;376.490;0,90706;1.571.892;20,11
65;Homens;2022;ND;Nordeste;0,02361;2,61042;0,11174;72.153;8.062;341.498;0,8669;1.195.402;16,57
70;Homens;2022;ND;Nordeste;0,0343;2,59672;0,15845;64.090;10.155;296.046;0,80743;853.904;13,32
75;Homens;2022;ND;Nordeste;0,05293;2,57802;0,23456;53.935;12.651;239.036;0,71422;557.859;10,34
80;Homens;2022;ND;Nordeste;0,08469;2,53098;0,3502;41.284;14.458;170.724;0,57437;318.823;7,72
85;Homens;2022;ND;Nordeste;0,14323;2,43159;0,52355;26.826;14.045;98.058;0,33789;148.099;5,52
90;Homens;2022;ND;Nordeste;0,25542;3,91516;1;12.781;12.781;50.041; -   ;50.041;3,92
0;Mulheres;2023;ND;Nordeste;0,01293;0,08833;0,01278;100.000;1.278;98.835;0,9864;7.958.591;79,59
1;Mulheres;2023;ND;Nordeste;0,00053;1,5032;0,00212;98.722;209;394.367;0,99807;7.859.756;79,61
5;Mulheres;2023;ND;Nordeste;0,00024;2,34218;0,0012;98.513;118;492.252;0,99882;7.465.389;75,78
10;Mulheres;2023;ND;Nordeste;0,00026;2,62315;0,00129;98.395;127;491.673;0,99832;6.973.138;70,87
15;Mulheres;2023;ND;Nordeste;0,00043;2,68105;0,00217;98.268;213;490.845;0,99736;6.481.465;65,96
20;Mulheres;2023;ND;Nordeste;0,00062;2,61621;0,0031;98.055;304;489.550;0,99654;5.990.620;61,09
25;Mulheres;2023;ND;Nordeste;0,00076;2,58822;0,0038;97.751;372;487.859;0,99576;5.501.069;56,28
30;Mulheres;2023;ND;Nordeste;0,00096;2,61098;0,00476;97.379;464;485.788;0,99443;5.013.211;51,48
35;Mulheres;2023;ND;Nordeste;0,00131;2,64178;0,00653;96.915;633;483.083;0,99208;4.527.423;46,72
40;Mulheres;2023;ND;Nordeste;0,00191;2,64761;0,00951;96.282;916;479.256;0,98862;4.044.339;42,01
45;Mulheres;2023;ND;Nordeste;0,00271;2,64543;0,01348;95.366;1.286;473.804;0,98368;3.565.083;37,38
50;Mulheres;2023;ND;Nordeste;0,00395;2,64439;0,01955;94.081;1.840;466.070;0,9766;3.091.279;32,86
55;Mulheres;2023;ND;Nordeste;0,00564;2,64795;0,02785;92.241;2.569;455.162;0,96582;2.625.209;28,46
60;Mulheres;2023;ND;Nordeste;0,0085;2,65635;0,04165;89.672;3.735;439.606;0,94829;2.170.047;24,2
65;Mulheres;2023;ND;Nordeste;0,01302;2,63857;0,06314;85.937;5.426;416.872;0,92497;1.730.442;20,14
70;Mulheres;2023;ND;Nordeste;0,01882;2,6623;0,09013;80.511;7.256;385.592;0,87979;1.313.569;16,32
75;Mulheres;2023;ND;Nordeste;0,03424;2,67263;0,15856;73.255;11.616;339.240;0,79384;927.977;12,67
80;Mulheres;2023;ND;Nordeste;0,0607;2,62064;0,26518;61.639;16.346;269.303;0,65634;588.737;9,55
85;Mulheres;2023;ND;Nordeste;0,11211;2,49126;0,43749;45.293;19.815;176.755;0,44666;319.433;7,05
90;Mulheres;2023;ND;Nordeste;0,17857;5,60005;1;25.478;25.478;142.678; -   ;142.678;5,6
0;Homens;2023;ND;Nordeste;0,01477;0,08439;0,01457;100.000;1.457;98.666;0,98454;7.224.152;72,24
1;Homens;2023;ND;Nordeste;0,0006;1,60908;0,00241;98.543;237;393.605;0,99776;7.125.486;72,31
5;Homens;2023;ND;Nordeste;0,00028;2,38416;0,0014;98.306;137;491.169;0,99858;6.731.882;68,48
10;Homens;2023;ND;Nordeste;0,00036;2,89111;0,00178;98.168;175;490.473;0,99522;6.240.713;63,57
15;Homens;2023;ND;Nordeste;0,00184;2,95022;0,00915;97.993;896;488.130;0,98718;5.750.240;58,68
20;Homens;2023;ND;Nordeste;0,00315;2,62051;0,01563;97.097;1.518;481.874;0,98341;5.262.110;54,19
25;Homens;2023;ND;Nordeste;0,00338;2,4921;0,01675;95.579;1.601;473.880;0,98386;4.780.236;50,01
30;Homens;2023;ND;Nordeste;0,00314;2,49835;0,01556;93.978;1.463;466.231;0,98385;4.306.356;45,82
35;Homens;2023;ND;Nordeste;0,00346;2,55832;0,01715;92.515;1.587;458.702;0,981;3.840.125;41,51
40;Homens;2023;ND;Nordeste;0,0043;2,59097;0,02126;90.929;1.933;449.985;0,97583;3.381.423;37,19
45;Homens;2023;ND;Nordeste;0,00559;2,6092;0,02757;88.995;2.454;439.109;0,96772;2.931.438;32,94
50;Homens;2023;ND;Nordeste;0,00767;2,61706;0,03768;86.541;3.261;424.936;0,95582;2.492.329;28,8
55;Homens;2023;ND;Nordeste;0,01058;2,61744;0,05162;83.280;4.299;406.160;0,9388;2.067.393;24,82
60;Homens;2023;ND;Nordeste;0,01499;2,61952;0,07237;78.982;5.716;381.302;0,91284;1.661.234;21,03
65;Homens;2023;ND;Nordeste;0,02182;2,59561;0,10367;73.266;7.595;348.067;0,88102;1.279.931;17,47
70;Homens;2023;ND;Nordeste;0,0295;2,60157;0,13777;65.671;9.048;306.653;0,82826;931.864;14,19
75;Homens;2023;ND;Nordeste;0,04773;2,5971;0,21408;56.623;12.122;253.988;0,73924;625.211;11,04
80;Homens;2023;ND;Nordeste;0,07578;2,55784;0,31974;44.501;14.229;187.758;0,59952;371.223;8,34
85;Homens;2023;ND;Nordeste;0,13442;2,43582;0,49981;30.273;15.130;112.565;0,38645;183.465;6,06
90;Homens;2023;ND;Nordeste;0,21357;4,68229;1;15.142;15.142;70.899; -   ;70.899;4,68
0;Mulheres;2019;SD;Sudeste;0,0103;0,08061;0,0102;100.000;1.020;99.062;0,98915;7.962.658;79,63
1;Mulheres;2019;SD;Sudeste;0,00041;1,50739;0,00165;98.980;163;395.513;0,99857;7.863.596;79,45
5;Mulheres;2019;SD;Sudeste;0,00017;2,34183;0,00083;98.817;82;493.866;0,99915;7.468.083;75,58
10;Mulheres;2019;SD;Sudeste;0,0002;2,68374;0,001;98.735;99;493.444;0,99854;6.974.218;70,64
15;Mulheres;2019;SD;Sudeste;0,0004;2,71038;0,00201;98.636;199;492.724;0,99758;6.480.774;65,7
20;Mulheres;2019;SD;Sudeste;0,00055;2,58987;0,00276;98.437;272;491.531;0,99707;5.988.050;60,83
25;Mulheres;2019;SD;Sudeste;0,00062;2,58946;0,00311;98.166;306;490.091;0,99637;5.496.519;55,99
30;Mulheres;2019;SD;Sudeste;0,00085;2,63577;0,00426;97.860;417;488.313;0,99493;5.006.428;51,16
35;Mulheres;2019;SD;Sudeste;0,00121;2,65056;0,00602;97.443;586;485.836;0,99267;4.518.115;46,37
40;Mulheres;2019;SD;Sudeste;0,00178;2,66183;0,00887;96.856;859;482.274;0,98907;4.032.278;41,63
45;Mulheres;2019;SD;Sudeste;0,00267;2,65808;0,01328;95.997;1.274;477.003;0,9839;3.550.005;36,98
50;Mulheres;2019;SD;Sudeste;0,00391;2,65933;0,01936;94.723;1.833;469.324;0,97602;3.073.002;32,44
55;Mulheres;2019;SD;Sudeste;0,00597;2,6677;0,02944;92.890;2.734;458.071;0,96317;2.603.679;28,03
60;Mulheres;2019;SD;Sudeste;0,00927;2,65984;0,04539;90.155;4.092;441.201;0,94386;2.145.608;23,8
65;Mulheres;2019;SD;Sudeste;0,01411;2,63626;0,06825;86.063;5.874;416.432;0,91843;1.704.407;19,8
70;Mulheres;2019;SD;Sudeste;0,02054;2,64748;0,09797;80.189;7.856;382.466;0,87359;1.287.975;16,06
75;Mulheres;2019;SD;Sudeste;0,03516;2,65476;0,1624;72.333;11.747;334.118;0,79039;905.510;12,52
80;Mulheres;2019;SD;Sudeste;0,06136;2,60262;0,26746;60.586;16.205;264.083;0,66501;571.392;9,43
85;Mulheres;2019;SD;Sudeste;0,10628;2,51977;0,42054;44.382;18.664;175.617;0,42853;307.309;6,92
90;Mulheres;2019;SD;Sudeste;0,19528;5,12075;1;25.717;25.717;131.692; -   ;131.692;5,12
0;Homens;2019;SD;Sudeste;0,01221;0,07721;0,01207;100.000;1.207;98.886;0,98717;7.312.374;73,12
1;Homens;2019;SD;Sudeste;0,0005;1,6166;0,00201;98.793;198;394.698;0,99823;7.213.488;73,02
5;Homens;2019;SD;Sudeste;0,0002;2,36624;0,00101;98.594;100;492.709;0,99895;6.818.790;69,16
10;Homens;2019;SD;Sudeste;0,00027;2,90181;0,00137;98.495;135;492.191;0,99631;6.326.081;64,23
15;Homens;2019;SD;Sudeste;0,0014;2,92026;0,00697;98.360;686;490.374;0,99089;5.833.890;59,31
20;Homens;2019;SD;Sudeste;0,00208;2,56483;0,01036;97.674;1.012;485.906;0,98983;5.343.516;54,71
25;Homens;2019;SD;Sudeste;0,00195;2,49908;0,0097;96.662;938;480.965;0,99;4.857.610;50,25
30;Homens;2019;SD;Sudeste;0,00211;2,55197;0,01052;95.724;1.007;476.157;0,98852;4.376.645;45,72
35;Homens;2019;SD;Sudeste;0,00256;2,59328;0,0127;94.717;1.203;470.692;0,98545;3.900.488;41,18
40;Homens;2019;SD;Sudeste;0,0034;2,63077;0,01684;93.515;1.575;463.843;0,9797;3.429.796;36,68
45;Homens;2019;SD;Sudeste;0,00495;2,65622;0,02447;91.940;2.250;454.426;0,96966;2.965.953;32,26
50;Homens;2019;SD;Sudeste;0,00755;2,65196;0,0371;89.690;3.327;440.637;0,95504;2.511.527;28
55;Homens;2019;SD;Sudeste;0,01107;2,64199;0,05396;86.363;4.660;420.824;0,9338;2.070.890;23,98
60;Homens;2019;SD;Sudeste;0,01668;2,62761;0,08021;81.702;6.553;392.964;0,90383;1.650.067;20,2
65;Homens;2019;SD;Sudeste;0,02414;2,6007;0,11409;75.149;8.574;355.173;0,86549;1.257.102;16,73
70;Homens;2019;SD;Sudeste;0,03443;2,59267;0,15895;66.575;10.582;307.399;0,80669;901.929;13,55
75;Homens;2019;SD;Sudeste;0,05314;2,57256;0,23534;55.993;13.177;247.976;0,71598;594.530;10,62
80;Homens;2019;SD;Sudeste;0,08297;2,5203;0,34407;42.815;14.731;177.546;0,58742;346.554;8,09
85;Homens;2019;SD;Sudeste;0,1343;2,42099;0,49876;28.084;14.007;104.294;0,3829;169.008;6,02
90;Homens;2019;SD;Sudeste;0,21752;4,59727;1;14.077;14.077;64.714; -   ;64.714;4,6
0;Mulheres;2020;SD;Sudeste;0,00983;0,07922;0,00974;100.000;974;99.103;0,9898;7.856.742;78,57
1;Mulheres;2020;SD;Sudeste;0,00031;1,50814;0,00125;99.026;124;395.796;0,99891;7.757.639;78,34
5;Mulheres;2020;SD;Sudeste;0,00012;2,38319;0,0006;98.902;59;494.358;0,9993;7.361.843;74,44
10;Mulheres;2020;SD;Sudeste;0,00018;2,75716;0,00092;98.843;91;494.014;0,99857;6.867.485;69,48
15;Mulheres;2020;SD;Sudeste;0,00041;2,74272;0,00205;98.753;203;493.307;0,99747;6.373.471;64,54
20;Mulheres;2020;SD;Sudeste;0,00059;2,6132;0,00295;98.550;291;492.057;0,99676;5.880.165;59,67
25;Mulheres;2020;SD;Sudeste;0,00071;2,60176;0,00355;98.260;349;490.461;0,99587;5.388.108;54,84
30;Mulheres;2020;SD;Sudeste;0,00097;2,64062;0,00484;97.911;473;488.436;0,99415;4.897.646;50,02
35;Mulheres;2020;SD;Sudeste;0,00141;2,65723;0,00703;97.437;685;485.581;0,9914;4.409.210;45,25
40;Mulheres;2020;SD;Sudeste;0,00209;2,65969;0,0104;96.752;1.007;481.404;0,98725;3.923.630;40,55
45;Mulheres;2020;SD;Sudeste;0,0031;2,65337;0,01539;95.745;1.474;475.269;0,98141;3.442.225;35,95
50;Mulheres;2020;SD;Sudeste;0,0045;2,65435;0,02228;94.272;2.100;466.431;0,97259;2.966.956;31,47
55;Mulheres;2020;SD;Sudeste;0,00681;2,66504;0,03349;92.171;3.087;453.648;0,95798;2.500.525;27,13
60;Mulheres;2020;SD;Sudeste;0,01064;2,65771;0,05193;89.084;4.626;434.586;0,93588;2.046.877;22,98
65;Mulheres;2020;SD;Sudeste;0,01614;2,62734;0,07771;84.458;6.563;406.720;0,90805;1.612.291;19,09
70;Mulheres;2020;SD;Sudeste;0,02305;2,63225;0,10928;77.895;8.512;369.320;0,86137;1.205.571;15,48
75;Mulheres;2020;SD;Sudeste;0,03834;2,63908;0,17577;69.383;12.196;318.121;0,77542;836.251;12,05
80;Mulheres;2020;SD;Sudeste;0,06593;2,58593;0,28438;57.187;16.263;246.677;0,64837;518.130;9,06
85;Mulheres;2020;SD;Sudeste;0,11196;2,50453;0,43755;40.925;17.906;159.938;0,41081;271.453;6,63
90;Mulheres;2020;SD;Sudeste;0,20641;4,84467;1;23.018;23.018;111.516; -   ;111.516;4,84
0;Homens;2020;SD;Sudeste;0,01127;0,07458;0,01116;100.000;1.116;98.968;0,98834;7.169.259;71,69
1;Homens;2020;SD;Sudeste;0,00036;1,61936;0,00143;98.884;142;395.200;0,99868;7.070.292;71,5
5;Homens;2020;SD;Sudeste;0,00015;2,41539;0,00077;98.743;76;493.518;0,99913;6.675.091;67,6
10;Homens;2020;SD;Sudeste;0,00024;2,95162;0,00122;98.667;120;493.088;0,99652;6.181.574;62,65
15;Homens;2020;SD;Sudeste;0,00135;2,94672;0,00672;98.547;662;491.373;0,99097;5.688.485;57,72
20;Homens;2020;SD;Sudeste;0,00211;2,5813;0,01049;97.884;1.027;486.937;0,98956;5.197.112;53,09
25;Homens;2020;SD;Sudeste;0,00203;2,51937;0,01012;96.857;980;481.854;0,9892;4.710.176;48,63
30;Homens;2020;SD;Sudeste;0,00236;2,57066;0,01174;95.877;1.126;476.649;0,987;4.228.322;44,1
35;Homens;2020;SD;Sudeste;0,00292;2,60073;0,01452;94.751;1.376;470.454;0,98322;3.751.673;39,6
40;Homens;2020;SD;Sudeste;0,00394;2,63328;0,01954;93.375;1.825;462.558;0,9764;3.281.219;35,14
45;Homens;2020;SD;Sudeste;0,00577;2,65399;0,02845;91.551;2.605;451.643;0,96484;2.818.661;30,79
50;Homens;2020;SD;Sudeste;0,00875;2,64886;0,04288;88.946;3.814;435.764;0,94802;2.367.018;26,61
55;Homens;2020;SD;Sudeste;0,01286;2,63797;0,06241;85.132;5.313;413.113;0,92375;1.931.254;22,69
60;Homens;2020;SD;Sudeste;0,0193;2,62583;0,09227;79.819;7.365;381.612;0,88828;1.518.142;19,02
65;Homens;2020;SD;Sudeste;0,02854;2,59175;0,13351;72.455;9.673;338.977;0,84429;1.136.530;15,69
70;Homens;2020;SD;Sudeste;0,03988;2,57187;0,18179;62.781;11.413;286.195;0,78229;797.552;12,7
75;Homens;2020;SD;Sudeste;0,06004;2,54822;0,26166;51.368;13.441;223.887;0,68884;511.358;9,95
80;Homens;2020;SD;Sudeste;0,09162;2,49365;0,37255;37.927;14.130;154.222;0,5595;287.470;7,58
85;Homens;2020;SD;Sudeste;0,14557;2,39672;0,52782;23.797;12.561;86.287;0,35243;133.248;5,6
90;Homens;2020;SD;Sudeste;0,23927;4,17931;1;11.237;11.237;46.961; -   ;46.961;4,18
0;Mulheres;2021;SD;Sudeste;0,01022;0,08037;0,01012;100.000;1.012;99.069;0,98937;7.631.123;76,31
1;Mulheres;2021;SD;Sudeste;0,00034;1,50752;0,00136;98.988;134;395.615;0,99878;7.532.054;76,09
5;Mulheres;2021;SD;Sudeste;0,00014;2,36182;0,00072;98.853;71;494.079;0,99925;7.136.439;72,19
10;Mulheres;2021;SD;Sudeste;0,00018;2,72144;0,00091;98.782;90;493.708;0,99858;6.642.360;67,24
15;Mulheres;2021;SD;Sudeste;0,00041;2,77448;0,00207;98.693;205;493.009;0,99727;6.148.652;62,3
20;Mulheres;2021;SD;Sudeste;0,00068;2,66917;0,00339;98.488;334;491.662;0,99597;5.655.643;57,42
25;Mulheres;2021;SD;Sudeste;0,00094;2,63755;0,0047;98.154;461;489.682;0,99442;5.163.980;52,61
30;Mulheres;2021;SD;Sudeste;0,00133;2,65241;0,00662;97.693;647;486.948;0,99187;4.674.299;47,85
35;Mulheres;2021;SD;Sudeste;0,00198;2,65457;0,00986;97.047;957;482.987;0,98814;4.187.351;43,15
40;Mulheres;2021;SD;Sudeste;0,00284;2,65364;0,01413;96.089;1.358;477.261;0,9826;3.704.363;38,55
45;Mulheres;2021;SD;Sudeste;0,00426;2,64929;0,02111;94.732;1.999;468.958;0,97478;3.227.103;34,07
50;Mulheres;2021;SD;Sudeste;0,00608;2,65018;0,02996;92.732;2.778;457.132;0,96278;2.758.144;29,74
55;Mulheres;2021;SD;Sudeste;0,00932;2,646;0,04558;89.954;4.100;440.117;0,94523;2.301.012;25,58
60;Mulheres;2021;SD;Sudeste;0,01345;2,63008;0,06515;85.854;5.593;416.013;0,92075;1.860.895;21,68
65;Mulheres;2021;SD;Sudeste;0,0199;2,60456;0,09495;80.260;7.621;383.046;0,89042;1.444.882;18
70;Mulheres;2021;SD;Sudeste;0,0271;2,60633;0,12724;72.639;9.242;341.073;0,84208;1.061.836;14,62
75;Mulheres;2021;SD;Sudeste;0,04346;2,61489;0,1969;63.397;12.483;287.211;0,75322;720.764;11,37
80;Mulheres;2021;SD;Sudeste;0,07264;2,56687;0,30866;50.914;15.715;216.333;0,61977;433.552;8,52
85;Mulheres;2021;SD;Sudeste;0,12387;2,47616;0,47185;35.199;16.609;134.077;0,38276;217.219;6,17
90;Mulheres;2021;SD;Sudeste;0,2236;4,47232;1;18.590;18.590;83.142; -   ;83.142;4,47
0;Homens;2021;SD;Sudeste;0,01188;0,07628;0,01175;100.000;1.175;98.915;0,98766;6.950.090;69,5
1;Homens;2021;SD;Sudeste;0,00041;1,61758;0,00163;98.825;161;394.918;0,99852;6.851.176;69,33
5;Homens;2021;SD;Sudeste;0,00017;2,39573;0,00086;98.664;85;493.100;0,99905;6.456.258;65,44
10;Homens;2021;SD;Sudeste;0,00025;2,8962;0,00127;98.579;125;492.632;0,99688;5.963.158;60,49
