Region;Period;Cause_death;Sex;Age.Group;obitos_corrigidos1;obitos_corrigidos2;Pop_ajustada;Pop_ajustada;nmx_cause_ajustado.1;nmx_cause_ajustado.2
AR;2019/2021;Neoplasms;Female;20;109,512827;74,1490191;1758932,708;1766220,026;6,2261E-05;4,19818E-05
AR;2019/2021;Circulatory;Female;20;59,3104234;73,18182494;1758932,708;1766220,026;3,37196E-05;4,14341E-05
AR;2019/2021;Respiratory;Female;20;70,36887174;81,22898998;1758932,708;1766220,026;4,00066E-05;4,59903E-05
AR;2019/2021;Pregnancy;Female;20;43;71;1758932,708;1766220,026;2,44466E-05;4,01988E-05
AR;2019/2021;External_causes;Female;20;309,8642918;300,346856;1758932,708;1766220,026;0,000176166;0,000170051
AR;2019/2021;Undefined ;Female;20;36,1255887;36,05124555;1758932,708;1766220,026;2,05384E-05;2,04115E-05
AR;2019/2021;All_other_causes;Female;20;136,5914722;142,0687966;1758932,708;1766220,026;7,76559E-05;8,04366E-05
AR;2019/2021;All_causes;Female;20;813,0386682;946,506142;1758932,708;1766220,026;0,000462234;0,000535894
AR;2019/2021;Infec_parasit;Female;25;64,35359116;61,18289945;1743326,386;1756318,619;3,69143E-05;3,48359E-05
AR;2019/2021;Covid;Female;25;0;195,5476297;1743326,386;1756318,619;0;0,000111339
AR;2019/2021;Neoplasms;Female;25;192,9033284;195,3926855;1743326,386;1756318,619;0,000110652;0,000111251
AR;2019/2021;Circulatory;Female;25;91,47878863;125,3113441;1743326,386;1756318,619;5,24737E-05;7,13489E-05
AR;2019/2021;Respiratory;Female;25;101,5322292;99,27987664;1743326,386;1756318,619;5,82405E-05;5,65273E-05
AR;2019/2021;Pregnancy;Female;25;47;92;1743326,386;1756318,619;2,696E-05;5,23823E-05
AR;2019/2021;External_causes;Female;25;295,7336726;284,166554;1743326,386;1756318,619;0,000169638;0,000161797
AR;2019/2021;Undefined ;Female;25;39,13605442;41,05836299;1743326,386;1756318,619;2,24491E-05;2,33775E-05
AR;2019/2021;All_other_causes;Female;25;172,8545089;162,3871264;1743326,386;1756318,619;9,91521E-05;9,24588E-05
AR;2019/2021;All_causes;Female;25;1004,992173;1256,326479;1743326,386;1756318,619;0,00057648;0,000715318
AR;2019/2021;Infec_parasit;Female;30;81,44751381;84,25355813;1711053,699;1722882,812;4,76008E-05;4,89027E-05
AR;2019/2021;Covid;Female;30;0;306,8593574;1711053,699;1722882,812;0;0,000178108
AR;2019/2021;Neoplasms;Female;30;405,9007534;380,7652332;1711053,699;1722882,812;0,000237223;0,000221005
AR;2019/2021;Circulatory;Female;30;121,636631;136,3387424;1711053,699;1722882,812;7,10887E-05;7,91341E-05
AR;2019/2021;Respiratory;Female;30;108,5691164;128,3618607;1711053,699;1722882,812;6,34516E-05;7,45041E-05
AR;2019/2021;Pregnancy;Female;30;51;122;1711053,699;1722882,812;2,98062E-05;7,08115E-05
AR;2019/2021;External_causes;Female;30;255,360475;234,6143791;1711053,699;1722882,812;0,000149242;0,000136175
AR;2019/2021;Undefined ;Female;30;61,21280307;65,09252669;1711053,699;1722882,812;3,57749E-05;3,77812E-05
AR;2019/2021;All_other_causes;Female;30;175,1328926;173,0337206;1711053,699;1722882,812;0,000102354;0,000100433
AR;2019/2021;All_causes;Female;30;1260,260185;1631,319378;1711053,699;1722882,812;0,00073654;0,000946855
AR;2019/2021;Infec_parasit;Female;35;105,5801105;124,3767577;1587797,969;1606317,427;6,64947E-05;7,74298E-05
AR;2019/2021;Covid;Female;35;0;507,421029;1587797,969;1606317,427;0;0,000315891
AR;2019/2021;Neoplasms;Female;35;708,3169088;674,3552683;1587797,969;1606317,427;0,0004461;0,000419814
AR;2019/2021;Circulatory;Female;35;196,0259756;219,5454748;1587797,969;1606317,427;0,000123458;0,000136676
AR;2019/2021;Respiratory;Female;35;135,7113955;189,5343099;1587797,969;1606317,427;8,54715E-05;0,000117993
AR;2019/2021;Pregnancy;Female;35;47;103;1587797,969;1606317,427;2,96007E-05;6,41218E-05
AR;2019/2021;External_causes;Female;35;214,9872774;220,4566148;1587797,969;1606317,427;0,0001354;0,000137243
AR;2019/2021;Undefined ;Female;35;78,27210884;103,1466192;1587797,969;1606317,427;4,9296E-05;6,42131E-05
AR;2019/2021;All_other_causes;Female;35;229,6278632;251,5009611;1587797,969;1606317,427;0,00014462;0,00015657
AR;2019/2021;All_causes;Female;35;1715,52164;2393,337035;1587797,969;1606317,427;0,001080441;0,001489953
AR;2019/2021;Infec_parasit;Female;40;134,7403315;150,4693778;1576463,34;1611977,841;8,547E-05;9,33446E-05
AR;2019/2021;Covid;Female;40;0;915,5640306;1576463,34;1611977,841;0;0,000567976
AR;2019/2021;Neoplasms;Female;40;1033,841275;1034,078212;1576463,34;1611977,841;0,000655798;0,000641497
AR;2019/2021;Circulatory;Female;40;365,9151545;379,9439952;1576463,34;1611977,841;0,000232111;0,000235701
AR;2019/2021;Respiratory;Female;40;205,0749976;259,7322025;1576463,34;1611977,841;0,000130085;0,000161126
AR;2019/2021;Pregnancy;Female;40;13;56;1576463,34;1611977,841;8,24631E-06;3,47399E-05
AR;2019/2021;External_causes;Female;40;222,0525869;201,2425062;1576463,34;1611977,841;0,000140855;0,000124842
AR;2019/2021;Undefined ;Female;40;98,34188034;134,1907473;1576463,34;1611977,841;6,23813E-05;8,3246E-05
AR;2019/2021;All_other_causes;Female;40;363,1348017;401,1318287;1576463,34;1611977,841;0,000230348;0,000248845
AR;2019/2021;All_causes;Female;40;2436,101028;3532,352901;1576463,34;1611977,841;0,001545295;0,002191316
AR;2019/2021;Infec_parasit;Female;45;173,9558011;208,6521822;1425446,288;1452049,026;0,000122036;0,000143695
AR;2019/2021;Covid;Female;45;0;1298,636823;1425446,288;1452049,026;0;0,000894348
AR;2019/2021;Neoplasms;Female;45;1300,088057;1360,734702;1425446,288;1452049,026;0,000912057;0,000937113
AR;2019/2021;Circulatory;Female;45;516,7043666;563,399803;1425446,288;1452049,026;0,000362486;0,000388003
AR;2019/2021;Respiratory;Female;45;264,3859038;412,1619121;1425446,288;1452049,026;0,000185476;0,000283848
AR;2019/2021;Pregnancy;Female;45;1;10;1425446,288;1452049,026;7,01535E-07;6,88682E-06
AR;2019/2021;External_causes;Female;45;196,8193384;187,0847419;1425446,288;1452049,026;0,000138076;0,000128842
AR;2019/2021;Undefined ;Female;45;149,5197977;174,2476868;1425446,288;1452049,026;0,000104893;0,000120001
AR;2019/2021;All_other_causes;Female;45;463,7578564;566,7429446;1425446,288;1452049,026;0,000325342;0,000390306
AR;2019/2021;All_causes;Female;45;3066,231121;4781,660796;1425446,288;1452049,026;0,002151067;0,003293044
AR;2019/2021;Infec_parasit;Female;50;197,0828729;229,7357857;1215984,229;1229160,447;0,000162077;0,000186905
AR;2019/2021;Covid;Female;50;0;1823,105594;1215984,229;1229160,447;0;0,001483212
AR;2019/2021;Neoplasms;Female;50;1761,247576;1789,596596;1215984,229;1229160,447;0,001448413;0,00145595
AR;2019/2021;Circulatory;Female;50;770,0302428;794,9751668;1215984,229;1229160,447;0,000633257;0,000646763
AR;2019/2021;Respiratory;Female;50;363,9075939;547,5435621;1215984,229;1229160,447;0,00029927;0,000445461
AR;2019/2021;Pregnancy;Female;50;0;0;1215984,229;1229160,447;0;0
AR;2019/2021;External_causes;Female;50;214,9872774;175,9607843;1215984,229;1229160,447;0,000176801;0,000143155
AR;2019/2021;Undefined ;Female;50;198,6907378;220,3131673;1215984,229;1229160,447;0,000163399;0,000179239
AR;2019/2021;All_other_causes;Female;50;629,5964923;706,4176659;1215984,229;1229160,447;0,000517767;0,000574716
AR;2019/2021;All_causes;Female;50;4135,542793;6287,648322;1215984,229;1229160,447;0,003400984;0,005115401
AR;2019/2021;Infec_parasit;Female;55;264,4530387;317,0180508;1104488,988;1115411,37;0,000239435;0,000284216
AR;2019/2021;Covid;Female;55;0;2576,214671;1104488,988;1115411,37;0;0,002309654
AR;2019/2021;Neoplasms;Female;55;2567,020854;2398,820969;1104488,988;1115411,37;0,002324171;0,002150615
AR;2019/2021;Circulatory;Female;55;1196,261082;1301,232997;1104488,988;1115411,37;0,00108309;0,001166595
AR;2019/2021;Respiratory;Female;55;703,6887174;839,3662298;1104488,988;1115411,37;0,000637117;0,000752517
AR;2019/2021;Pregnancy;Female;55;0;0;1104488,988;1115411,37;0;0
AR;2019/2021;External_causes;Female;55;183,6980492;172,9269777;1104488,988;1115411,37;0,000166319;0,000155034
AR;2019/2021;Undefined ;Female;55;289,0047096;351,4996441;1104488,988;1115411,37;0,000261664;0,00031513
AR;2019/2021;All_other_causes;Female;55;1056,974789;1086,86686;1104488,988;1115411,37;0,000956981;0,000974409
AR;2019/2021;All_causes;Female;55;6261,10124;9043,946399;1104488,988;1115411,37;0,005668777;0,008108171
AR;2019/2021;Infec_parasit;Female;60;374,0552486;451,4267854;1012569,966;1025807,485;0,000369412;0,00044007
AR;2019/2021;Covid;Female;60;0;3159,849135;1012569,966;1025807,485;0;0,003080353
AR;2019/2021;Neoplasms;Female;60;3195,966081;3178,387684;1012569,966;1025807,485;0,003156292;0,003098425
AR;2019/2021;Circulatory;Female;60;1945,180835;2151,345155;1012569,966;1025807,485;0,001921034;0,002097221
AR;2019/2021;Respiratory;Female;60;1220,39729;1448,082241;1012569,966;1025807,485;0,001205247;0,001411651
AR;2019/2021;Pregnancy;Female;60;0;0;1012569,966;1025807,485;0;0
AR;2019/2021;External_causes;Female;60;213,9779474;174,9495154;1012569,966;1025807,485;0,000211322;0,000170548
AR;2019/2021;Undefined ;Female;60;494,7198674;510,7259786;1012569,966;1025807,485;0,000488578;0,000497877
AR;2019/2021;All_other_causes;Female;60;1488,073167;1547,654927;1012569,966;1025807,485;0,0014696;0,001508719
AR;2019/2021;All_causes;Female;60;8932,370436;12622,42142;1012569,966;1025807,485;0,008821485;0,012304864
AR;2019/2021;Infec_parasit;Female;65;528,9060773;642,0137038;900630,5447;918202,7455;0,000587262;0,000699207
AR;2019/2021;Covid;Female;65;0;4150,623792;900630,5447;918202,7455;0;0,004520378
AR;2019/2021;Neoplasms;Female;65;3833,953651;3807,652332;900630,5447;918202,7455;0,004256966;0,004146854
AR;2019/2021;Circulatory;Female;65;2924,305452;3322,254354;900630,5447;918202,7455;0,003246953;0,003618214
AR;2019/2021;Respiratory;Female;65;1882,869954;2256,360833;900630,5447;918202,7455;0,002090613;0,002457367
AR;2019/2021;Pregnancy;Female;65;0;0;900630,5447;918202,7455;0;0
AR;2019/2021;External_causes;Female;65;201,8659881;193,1523552;900630,5447;918202,7455;0,000224139;0,000210359
AR;2019/2021;Undefined ;Female;65;754,6234083;766,088968;900630,5447;918202,7455;0,000837883;0,000834335
AR;2019/2021;All_other_causes;Female;65;2054,985602;2134,588098;900630,5447;918202,7455;0,002281719;0,002324746
AR;2019/2021;All_causes;Female;65;12181,51013;17272,73444;900630,5447;918202,7455;0,013525535;0,01881146
AR;2019/2021;Infec_parasit;Female;70;750,121547;829,5588317;770025,4488;787496,4222;0,000974152;0,001053413
AR;2019/2021;Covid;Female;70;0;4405,337115;770025,4488;787496,4222;0;0,005594104
AR;2019/2021;Neoplasms;Female;70;4144,407445;4114,268546;770025,4488;787496,4222;0,005382169;0,005224492
AR;2019/2021;Circulatory;Female;70;4406,060776;4809,950631;770025,4488;787496,4222;0,005721968;0,006107902
AR;2019/2021;Respiratory;Female;70;2697,138327;3030,543305;770025,4488;787496,4222;0,003502661;0,003848326
AR;2019/2021;Pregnancy;Female;70;0;0;770025,4488;787496,4222;0;0
AR;2019/2021;External_causes;Female;70;249,3044953;244,7270678;770025,4488;787496,4222;0,000323761;0,000310766
AR;2019/2021;Undefined ;Female;70;1016,533926;1081,537367;770025,4488;787496,4222;0,00132013;0,001373387
AR;2019/2021;All_other_causes;Female;70;2689,679243;2934,874172;770025,4488;787496,4222;0,003492974;0,003726841
AR;2019/2021;All_causes;Female;70;15953,24576;21450,79704;770025,4488;787496,4222;0,020717816;0,027239231
AR;2019/2021;Infec_parasit;Female;75;893,9116022;930,8520735;601502,3514;612274,0354;0,001486132;0,001520319
AR;2019/2021;Covid;Female;75;0;4516,648843;601502,3514;612274,0354;0;0,007376842
AR;2019/2021;Neoplasms;Female;75;3963,560575;4023,085293;601502,3514;612274,0354;0,006589435;0,006570727
AR;2019/2021;Circulatory;Female;75;5928,026556;6514,184911;601502,3514;612274,0354;0,009855367;0,010639329
AR;2019/2021;Respiratory;Female;75;3553,628023;4008,299666;601502,3514;612274,0354;0,00590792;0,006546578
AR;2019/2021;Pregnancy;Female;75;0;0;601502,3514;612274,0354;0;0
AR;2019/2021;External_causes;Female;75;322,985581;272,0313275;601502,3514;612274,0354;0,000536965;0,000444297
AR;2019/2021;Undefined ;Female;75;1293,496773;1452,064057;601502,3514;612274,0354;0,002150443;0,002371592
AR;2019/2021;All_other_causes;Female;75;3484,95949;3659,024452;601502,3514;612274,0354;0,005793759;0,005976122
AR;2019/2021;All_causes;Female;75;19440,5686;25376,19062;601502,3514;612274,0354;0,032320021;0,041445806
AR;2019/2021;Infec_parasit;Female;80;1084,961326;1076,256116;429155,6693;434819,2451;0,00252813;0,00247518
AR;2019/2021;Covid;Female;80;0;4301,045046;429155,6693;434819,2451;0;0,00989157
AR;2019/2021;Neoplasms;Female;80;3517,471628;3369,772314;429155,6693;434819,2451;0,00819626;0,007749823
AR;2019/2021;Circulatory;Female;80;7931,512553;8752,746761;429155,6693;434819,2451;0,018481668;0,020129621
AR;2019/2021;Respiratory;Female;80;5270,628493;4958,979697;429155,6693;434819,2451;0,012281391;0,011404692
AR;2019/2021;Pregnancy;Female;80;0;0;429155,6693;434819,2451;0;0
AR;2019/2021;External_causes;Female;80;355,2841391;386,3047104;429155,6693;434819,2451;0,000827868;0,000888426
AR;2019/2021;Undefined ;Female;80;1772,160823;2008,855516;429155,6693;434819,2451;0,004129413;0,004619978
AR;2019/2021;All_other_causes;Female;80;4427,986326;4323,294852;429155,6693;434819,2451;0,010317902;0,00994274
AR;2019/2021;All_causes;Female;80;24360,00529;29177,25501;429155,6693;434819,2451;0,056762632;0,067102032
AR;2019/2021;Infec_parasit;Female;85;2419,292818;2241,709072;452336,7712;467243,819;0,005348433;0,004797729
AR;2019/2021;Covid;Female;85;0;7336,545945;452336,7712;467243,819;0;0,015701751
AR;2019/2021;Neoplasms;Female;85;4631,68929;4197,435689;452336,7712;467243,819;0,010239471;0,008983395
AR;2019/2021;Circulatory;Female;85;21968,98293;24667,28746;452336,7712;467243,819;0,048567758;0,052793181
AR;2019/2021;Respiratory;Female;85;15106,18622;12769,99949;452336,7712;467243,819;0,033395884;0,027330483
AR;2019/2021;Pregnancy;Female;85;0;0;452336,7712;467243,819;0;0
AR;2019/2021;External_causes;Female;85;878,1170483;879,8039216;452336,7712;467243,819;0,00194129;0,001882965
AR;2019/2021;Undefined ;Female;85;4990,348683;5562,907473;452336,7712;467243,819;0,011032375;0,011905791
AR;2019/2021;All_other_causes;Female;85;10432,54741;9705,66915;452336,7712;467243,819;0,023063673;0,020772172
AR;2019/2021;All_causes;Female;85;60427,1644;67361,3582;452336,7712;467243,819;0,133588884;0,144167468
AR;2019/2022;Infec_parasit;Female;0;73,40331492;54,14106495;254983,6759;244479;0,000287875;0,000221455
AR;2019/2022;Covid;Female;0;0;23,02839757;254983,6759;244479;0;9,41938E-05
AR;2019/2022;Neoplasms;Female;0;12,05645802;12,01015328;254983,6759;244479;4,72833E-05;4,91255E-05
AR;2019/2022;Circulatory;Female;0;22,1157511;18,02954768;254983,6759;244479;8,6734E-05;7,37468E-05
AR;2019/2022;Respiratory;Female;0;175,9221794;98,15141077;254983,6759;244479;0,000689935;0,000401472
AR;2019/2022;Pregnancy;Female;0;0;0;254983,6759;244479;0;0
AR;2019/2022;External_causes;Female;0;58,54113656;47,70193521;254983,6759;244479;0,000229588;0,000195117
AR;2019/2022;Undefined ;Female;0;125,4360719;88,1144178;254983,6759;244479;0,000491938;0,000360417
AR;2019/2022;All_other_causes;Female;0;2033,950608;1508,03245;254983,6759;244479;0,007976788;0,006168352
AR;2019/2022;All_causes;Female;0;2501,425519;1849,209377;254983,6759;244479;0,00981014;0,007563878
AR;2019/2022;Infec_parasit;Female;1;39,21546961;30,07858411;1430967,791;1193767;2,74049E-05;2,51964E-05
AR;2019/2022;Covid;Female;1;0;13,0160508;1430967,791;1193767;0;1,09033E-05
AR;2019/2022;Neoplasms;Female;1;42,19760308;47,039767;1430967,791;1193767;2,94889E-05;3,94045E-05
AR;2019/2022;Circulatory;Female;1;22,1157511;16,02626461;1430967,791;1193767;1,54551E-05;1,3425E-05
AR;2019/2022;Respiratory;Female;1;81,4268373;64,0988805;1430967,791;1193767;5,69033E-05;5,36946E-05
AR;2019/2022;Pregnancy;Female;1;0;0;1430967,791;1193767;0;0
AR;2019/2022;External_causes;Female;1;106,9889737;94,38893563;1430967,791;1193767;7,47669E-05;7,90681E-05
AR;2019/2022;Undefined ;Female;1;55,19187162;35,04550708;1430967,791;1193767;3,85696E-05;2,93571E-05
AR;2019/2022;All_other_causes;Female;1;165,409502;163,1092238;1430967,791;1193767;0,000115593;0,000136634
AR;2019/2022;All_causes;Female;1;512,5460084;462,8032135;1430967,791;1193767;0,000358181;0,000387683
AR;2019/2022;Infec_parasit;Female;5;9,049723757;23,06124616;1804857,474;1816428;5,01409E-06;1,26959E-05
AR;2019/2022;Covid;Female;5;0;11,01358144;1804857,474;1816428;0;6,06332E-06
AR;2019/2022;Neoplasms;Female;5;56,26347077;43,03638257;1804857,474;1816428;3,11734E-05;2,36929E-05
AR;2019/2022;Circulatory;Female;5;16,08418262;22,03611384;1804857,474;1816428;8,91161E-06;1,21316E-05
AR;2019/2022;Respiratory;Female;5;24,12647031;42,06489033;1804857,474;1816428;1,33675E-05;2,3158E-05
AR;2019/2022;Pregnancy;Female;5;0;0;1804857,474;1816428;0;0
AR;2019/2022;External_causes;Female;5;58,54113656;57,85128313;1804857,474;1816428;3,24353E-05;3,18489E-05
AR;2019/2022;Undefined ;Female;5;11,03837432;22,02860445;1804857,474;1816428;6,11593E-06;1,21274E-05
AR;2019/2022;All_other_causes;Female;5;79,15966151;104,4729293;1804857,474;1816428;4,38592E-05;5,75156E-05
AR;2019/2022;All_causes;Female;5;254,2630198;325,5650312;1804857,474;1816428;0,000140877;0,000179234
AR;2019/2022;Infec_parasit;Female;10;12,06629834;15,04653807;1809306,196;1817908;6,66902E-06;8,27684E-06
AR;2019/2022;Covid;Female;10;0;14,01728547;1809306,196;1817908;0;7,71067E-06
AR;2019/2022;Neoplasms;Female;10;56,26347077;82,06938072;1809306,196;1817908;3,10967E-05;4,5145E-05
AR;2019/2022;Circulatory;Female;10;17,08944403;30,04924614;1809306,196;1817908;9,4453E-06;1,65296E-05
AR;2019/2022;Respiratory;Female;10;31,16335749;41,06334532;1809306,196;1817908;1,72239E-05;2,25882E-05
AR;2019/2022;Pregnancy;Female;10;1;0;1809306,196;1817908;5,52698E-07;0
AR;2019/2022;External_causes;Female;10;106,9889737;115,7025663;1809306,196;1817908;5,91326E-05;6,3646E-05
AR;2019/2022;Undefined ;Female;10;15,05232862;34,04420688;1809306,196;1817908;8,31939E-06;1,87271E-05
AR;2019/2022;All_other_causes;Female;10;123,1783016;113,7810892;1809306,196;1817908;6,80804E-05;6,2589E-05
AR;2019/2022;All_causes;Female;10;362,8021746;445,7736581;1809306,196;1817908;0,00020052;0,000245212
AR;2019/2022;Infec_parasit;Female;15;25,13812155;33,09581403;1773429,468;1774747;1,41749E-05;1,86482E-05
AR;2019/2022;Covid;Female;15;0;24,02963224;1773429,468;1774747;0;1,35398E-05
AR;2019/2022;Neoplasms;Female;15;72,33874813;79,0668424;1773429,468;1774747;4,07903E-05;4,45511E-05
AR;2019/2022;Circulatory;Female;15;31,16310382;50,0820769;1773429,468;1774747;1,75722E-05;2,82193E-05
AR;2019/2022;Respiratory;Female;15;52,27401901;76,1174206;1773429,468;1774747;2,94762E-05;4,28892E-05
AR;2019/2022;Pregnancy;Female;15;28;23;1773429,468;1774747;1,57886E-05;1,29596E-05
AR;2019/2022;External_causes;Female;15;313,9016115;310,5700463;1773429,468;1774747;0,000177003;0,000174994
AR;2019/2022;Undefined ;Female;15;27,09419152;34,04420688;1773429,468;1774747;1,52779E-05;1,91826E-05
AR;2019/2022;All_other_causes;Female;15;116,4000153;109,2770161;1773429,468;1774747;6,56355E-05;6,15733E-05
AR;2019/2022;All_causes;Female;15;666,3098109;739,2830554;1773429,468;1774747;0,000375718;0,000416557
AR;2019/2022;Infec_parasit;Female;20;48,26519337;45,12898672;1758932,708;1769875;2,744E-05;2,54984E-05
AR;2019/2022;Covid;Female;20;0;31,03827498;1758932,708;1769875;0;1,7537E-05
AR;2019/2022;Neoplasms;Female;20;109,512827;95,0803801;1758932,708;1769875;6,2261E-05;5,37215E-05
AR;2019/2022;Circulatory;Female;20;59,3104234;66,10834151;1758932,708;1769875;3,37196E-05;3,7352E-05
AR;2019/2022;Respiratory;Female;20;70,36887174;95,14677575;1758932,708;1769875;4,00066E-05;5,3759E-05
AR;2019/2022;Pregnancy;Female;20;43;44;1758932,708;1769875;2,44466E-05;2,48605E-05
AR;2019/2022;External_causes;Female;20;309,8642918;331,8836769;1758932,708;1769875;0,000176166;0,000187518
AR;2019/2022;Undefined ;Female;20;36,1255887;44,0572089;1758932,708;1769875;2,05384E-05;2,48928E-05
AR;2019/2022;All_other_causes;Female;20;136,5914722;151,124534;1758932,708;1769875;7,76559E-05;8,53871E-05
AR;2019/2022;All_causes;Female;20;813,0386682;903,5681788;1758932,708;1769875;0,000462234;0,000510527
AR;2019/2022;Infec_parasit;Female;25;64,35359116;62,1712312;1743326,386;1762851;3,69143E-05;3,52674E-05
AR;2019/2022;Covid;Female;25;0;36,04444836;1743326,386;1762851;0;2,04467E-05
AR;2019/2022;Neoplasms;Female;25;192,9033284;214,1810667;1743326,386;1762851;0,000110652;0,000121497
AR;2019/2022;Circulatory;Female;25;91,47878863;107,1756446;1743326,386;1762851;5,24737E-05;6,07968E-05
AR;2019/2022;Respiratory;Female;25;101,5322292;108,1668608;1743326,386;1762851;5,82405E-05;6,1359E-05
AR;2019/2022;Pregnancy;Female;25;47;52;1743326,386;1762851;2,696E-05;2,94977E-05
AR;2019/2022;External_causes;Female;25;295,7336726;316,659655;1743326,386;1762851;0,000169638;0,000179629
AR;2019/2022;Undefined ;Female;25;39,13605442;62,08061254;1743326,386;1762851;2,24491E-05;3,5216E-05
AR;2019/2022;All_other_causes;Female;25;172,8545089;155,4537566;1743326,386;1762851;9,91521E-05;8,81832E-05
AR;2019/2022;All_causes;Female;25;1004,992173;1113,933276;1743326,386;1762851;0,00057648;0,000631893
AR;2019/2022;Infec_parasit;Female;30;81,44751381;85,24310484;1711053,699;1728828;4,76008E-05;4,93069E-05
AR;2019/2022;Covid;Female;30;0;58,07161125;1711053,699;1728828;0;3,35902E-05
AR;2019/2022;Neoplasms;Female;30;405,9007534;386,326597;1711053,699;1728828;0,000237223;0,000223462
AR;2019/2022;Circulatory;Female;30;121,636631;155,2544384;1711053,699;1728828;7,10887E-05;8,98033E-05
AR;2019/2022;Respiratory;Female;30;108,5691164;125,193126;1711053,699;1728828;6,34516E-05;7,2415E-05
AR;2019/2022;Pregnancy;Female;30;51;49;1711053,699;1728828;2,98062E-05;2,83429E-05
AR;2019/2022;External_causes;Female;30;255,360475;272,0025242;1711053,699;1728828;0,000149242;0,000157333
AR;2019/2022;Undefined ;Female;30;61,21280307;67,08711355;1711053,699;1728828;3,57749E-05;3,8805E-05
AR;2019/2022;All_other_causes;Female;30;175,1328926;200,248511;1711053,699;1728828;0,000102354;0,000115829
AR;2019/2022;All_causes;Female;30;1260,260185;1398,427026;1711053,699;1728828;0,00073654;0,000808887
AR;2019/2022;Infec_parasit;Female;35;105,5801105;131,3617326;1587797,969;1615658;6,64947E-05;8,13054E-05
AR;2019/2022;Covid;Female;35;0;76,09383544;1587797,969;1615658;0;4,70977E-05
AR;2019/2022;Neoplasms;Female;35;708,3169088;631,5338931;1587797,969;1615658;0,0004461;0,000390883
AR;2019/2022;Circulatory;Female;35;196,0259756;240,3939691;1587797,969;1615658;0,000123458;0,00014879
AR;2019/2022;Respiratory;Female;35;135,7113955;179,2765564;1587797,969;1615658;8,54715E-05;0,000110962
AR;2019/2022;Pregnancy;Female;35;47;51;1587797,969;1615658;2,96007E-05;3,15661E-05
AR;2019/2022;External_causes;Female;35;214,9872774;250,6888936;1587797,969;1615658;0,0001354;0,000155162
AR;2019/2022;Undefined ;Female;35;78,27210884;97,12611962;1587797,969;1615658;4,9296E-05;6,01155E-05
AR;2019/2022;All_other_causes;Female;35;229,6278632;254,8439063;1587797,969;1615658;0,00014462;0,000157734
AR;2019/2022;All_causes;Female;35;1715,52164;1912,318906;1587797,969;1615658;0,001080441;0,001183616
AR;2019/2022;Infec_parasit;Female;40;134,7403315;174,4959791;1576463,34;1630034;8,547E-05;0,000107051
AR;2019/2022;Covid;Female;40;0;117,1444572;1576463,34;1630034;0;7,18663E-05
AR;2019/2022;Neoplasms;Female;40;1033,841275;1106,935794;1576463,34;1630034;0,000655798;0,000679088
AR;2019/2022;Circulatory;Female;40;365,9151545;418,6861629;1576463,34;1630034;0,000232111;0,000256857
AR;2019/2022;Respiratory;Female;40;205,0749976;254,392432;1576463,34;1630034;0,000130085;0,000156066
AR;2019/2022;Pregnancy;Female;40;13;9;1576463,34;1630034;8,24631E-06;5,52136E-06
AR;2019/2022;External_causes;Female;40;222,0525869;179,6434581;1576463,34;1630034;0,000140855;0,000110208
AR;2019/2022;Undefined ;Female;40;98,34188034;131,1703265;1576463,34;1630034;6,23813E-05;8,04709E-05
AR;2019/2022;All_other_causes;Female;40;363,1348017;367,3193779;1576463,34;1630034;0,000230348;0,000225345
AR;2019/2022;All_causes;Female;40;2436,101028;2758,787987;1576463,34;1630034;0,001545295;0,001692473
AR;2019/2022;Infec_parasit;Female;45;173,9558011;214,6120295;1425446,288;1465536;0,000122036;0,000146439
AR;2019/2022;Covid;Female;45;0;146,1802628;1425446,288;1465536;0;9,97453E-05
AR;2019/2022;Neoplasms;Female;45;1300,088057;1352,14309;1425446,288;1465536;0,000912057;0,000922627
AR;2019/2022;Circulatory;Female;45;516,7043666;589,9668659;1425446,288;1465536;0,000362486;0,00040256
AR;2019/2022;Respiratory;Female;45;264,3859038;329,5083076;1425446,288;1465536;0,000185476;0,000224838
AR;2019/2022;Pregnancy;Female;45;1;1;1425446,288;1465536;7,01535E-07;6,82344E-07
AR;2019/2022;External_causes;Female;45;196,8193384;237,4947413;1425446,288;1465536;0,000138076;0,000162053
AR;2019/2022;Undefined ;Female;45;149,5197977;169,2197342;1425446,288;1465536;0,000104893;0,000115466
AR;2019/2022;All_other_causes;Female;45;463,7578564;500,0190312;1425446,288;1465536;0,000325342;0,000341185
AR;2019/2022;All_causes;Female;45;3066,231121;3540,144062;1425446,288;1465536;0,002151067;0,002415597
AR;2019/2022;Infec_parasit;Female;50;197,0828729;230,7322623;1215984,229;1235802;0,000162077;0,000186706
AR;2019/2022;Covid;Female;50;0;234,2889144;1215984,229;1235802;0;0,000189585
AR;2019/2022;Neoplasms;Female;50;1761,247576;1796,518761;1215984,229;1235802;0,001448413;0,001453727
AR;2019/2022;Circulatory;Female;50;770,0302428;844,3838166;1215984,229;1235802;0,000633257;0,000683268
AR;2019/2022;Respiratory;Female;50;363,9075939;529,8173092;1215984,229;1235802;0,00029927;0,000428723
AR;2019/2022;Pregnancy;Female;50;0;0;1215984,229;1235802;0;0
AR;2019/2022;External_causes;Female;50;214,9872774;194,86748;1215984,229;1235802;0,000176801;0,000157685
AR;2019/2022;Undefined ;Female;50;198,6907378;216,2808437;1215984,229;1235802;0,000163399;0,000175013
